,taxon_id,GCF_000002765.6_species,GCF_000007345.1_species,GCF_000012325.1_species,GCF_000016525.1_species,GCF_000063445.1_species,GCF_000150955.2_species,GCF_000204415.1_species,GCF_000208865.1_species,GCF_000967895.1_species,GCF_001653755.1_species,GCF_002287195.1_species,GCF_002310855.1_species,GCF_009362255.1_species,GCF_030704535.1_species,GCF_032362555.1_species
Mediterraneibacter sp. NSJ-55,2763054.0,,,,,,,,,,,,,,4.761904761904762e-07,
Taishania pollutisoli,2766479.0,,,,,,,,,,,,,,4.761904761904762e-07,
Neocallimastix sp. JGI-2020a,2767002.0,,,,,,,,,,,,,,4.761904761904762e-07,4.242424242424242e-06
Halomicronema sp. CCY15110,2767773.0,,,,,,,,,,,,,,4.761904761904762e-07,
Pseudomonas sp. JM0905a,2772484.0,,,,,,,,,,,,,,4.761904761904762e-07,
Cadophora sp. M221,2774352.0,,,,,,,,,,,,,,4.761904761904762e-07,
Nodosilinea sp. LEGE 07088,2777968.0,,,,,,,,,,,,,,4.761904761904762e-07,
Nostoc sp. CHAB 5836,2780404.0,,,,,,,,,,,,,,4.761904761904762e-07,
Torulaspora sp. CBS 2947,2792677.0,,,,,,,,,,,,,,4.761904761904762e-07,
Flagellatimonas centrodinii,2806210.0,,,,,,,,,,,,,,4.761904761904762e-07,
Pedobacter sp. SYSU D00823,2810309.0,,,,,,,,,,,,,,4.761904761904762e-07,
Nitrogeniibacter aestuarii,2815343.0,,,,,,,,,,,,,,4.761904761904762e-07,
Synechococcus sp. CCY 9618,2815602.0,,,,,,,,,,,,,,4.761904761904762e-07,
Naasia sp. SYSU D00948,2817379.0,,,,,,,,,,,,,,4.761904761904762e-07,
Acidihalobacter yilgarnensis,2819280.0,,,,,,,,,,,,,,4.761904761904762e-07,
Newhousia sp. CVie-2021a,2820730.0,,,,,,,,,,,,,,4.761904761904762e-07,
Frateuria flava,2821489.0,,,,,,,,,,,,,,4.761904761904762e-07,
Chloracidobacterium validum,2821543.0,,,,,,,,,,,,,,4.761904761904762e-07,
Penicillium sp. RFL-2021a,2839758.0,,,,,,,,,,,,,,4.761904761904762e-07,3.0303030303030305e-07
Deinococcus aquaedulcis,2840455.0,,,,,,,,,,,,,,4.761904761904762e-07,
Novosphingobium sp. G106,2849500.0,,,,,,,,,,,,,,4.761904761904762e-07,
Opitutus sp. WL0086,2866162.0,,,,,,,,,,,,,,4.761904761904762e-07,
Kovacikia sp. CCNU0001,2875500.0,,,,,,,,,,,,,,4.761904761904762e-07,
Methylobacterium sp. Leaf118,2876562.0,,,,,,,,,,,,,,4.761904761904762e-07,
Halomonas sp. IOP_31,2876584.0,,,,,,,,,,,,,,4.761904761904762e-07,
Fulvivirga sp. 1062,2879465.0,,,,,,,,,,,,,,4.761904761904762e-07,
Lysobacter sp. A6,2888523.0,,,,,,,,,,,,,,4.761904761904762e-07,
Geomonas sp. RF6,2897342.0,,,,,,,,,,,,,,4.761904761904762e-07,
Pontibacillus sp. HN14,2898421.0,,,,,,,,,,,,,,4.761904761904762e-07,
Streptomyces endocoffeicus,2898945.0,,,,,,,,,,,,,,4.761904761904762e-07,
Sphingomonas sp. G124,2904799.0,,,,,,,,,,,,,,4.761904761904762e-07,
Gloeobacter morelensis,2907343.0,,,,,,,,,,,,,,4.761904761904762e-07,
Paenibacillus sp. YPD9-1,2908839.0,,,,,,,,,,,,,,4.761904761904762e-07,
Tabrizicola sp. J26,2909234.0,,,,,,,,,,,,,,4.761904761904762e-07,
Mariniradius sp. RY-2,2909237.0,,,,,,,,,,,,,,4.761904761904762e-07,
Leptothermofonsia sichuanensis,2917832.0,,,,,,,,,,,,,,4.761904761904762e-07,
Desertihabitans brevis,2268447.0,,,,,,,,,,,,,,,0.0016036363636363637
Xanthomonas citri,346.0,,,,,,,,,,,,,,,0.0006551515151515152
Citrobacter sp. MH181794,2364774.0,,,,,,,,,,,,,,,0.000493030303030303
Yersinia pestis,632.0,,,,,,,,,,,,,,,0.00047484848484848487
Russula emetica,152958.0,,,,,,,,,,,,,,,0.00039606060606060605
Macrococcus caseolyticus,69966.0,,,,,,,,,,,,,,,0.0003503030303030303
Herbaspirillum sp. ST 5-3,2567936.0,,,,,,,,,,,,,,,0.0002875757575757576
Candidatus Hodgkinia cicadicola,573658.0,,,,,,,,,,,,,,,0.0002490909090909091
Francisella tularensis,263.0,,,,,,,,,,,,,,,0.00023818181818181818
Wolbachia pipientis,955.0,,,,,,,,,,,,,,,0.00020666666666666666
Chlamydomyzium anomalum,1702224.0,,,,,,,,,,,,,,,0.00017272727272727272
Scherffelia dubia,3190.0,,,,,,,,,,,,,,,0.00014696969696969696
Piscirickettsia salmonis,1238.0,,,,,,,,,,,,,,,0.00011515151515151515
Desulfovibrio sp. DS-1,2497683.0,,,,,,,,,,,,,,,9.09090909090909e-05
Pseudothioclava arenosa,1795308.0,,,,,,,,,,,,,,,9.060606060606061e-05
Halopseudomonas pelagia,553151.0,,,,,,,,,,,,,,,6.151515151515151e-05
Chlamydia abortus,83555.0,,,,,,,,,,,,,,,5.878787878787879e-05
symbiont bacterium of Scopalina lophyropoda,177407.0,,,,,,,,,,,,,,,5.515151515151515e-05
Acarposporophycos brasiliensis,643651.0,,,,,,,,,,,,,,,5.0303030303030304e-05
Montagnia macrospora,2662032.0,,,,,,,,,,,,,,,4.939393939393939e-05
Flavobacterium sp. JXAS1,2204302.0,,,,,,,,,,,,,,,4.787878787878788e-05
Solihabitans fulvus,1892852.0,,,,,,,,,,,,,,,4.151515151515152e-05
Listeria welshimeri,1643.0,,,,,,,,,,,,,,,3.939393939393939e-05
Wolbachia endosymbiont of Culex molestus,329647.0,,,,,,,,,,,,,,,3.515151515151515e-05
Streptococcus dysgalactiae,1334.0,,,,,,,,,,,,,,,3.121212121212121e-05
Pedinomonas minor,3159.0,,,,,,,,,,,,,,,3.121212121212121e-05
Papiliomyces liangshanensis,92715.0,,,,,,,,,,,,,,,3.121212121212121e-05
Maricaulis salignorans,144026.0,,,,,,,,,,,,,,,3.0303030303030302e-05
Nocardioides humilatus,2607660.0,,,,,,,,,,,,,,,2.6363636363636365e-05
Harpochytrium sp. JEL105,224131.0,,,,,,,,,,,,,,,2.2424242424242424e-05
Pararhodobacter zhoushanensis,2479545.0,,,,,,,,,,,,,,,2.2424242424242424e-05
Agilicoccus flavus,2775968.0,,,,,,,,,,,,,,,1.4848484848484848e-05
Candidatus Nephrothrix sp. EaCA,2044729.0,,,,,,,,,,,,,,,1.393939393939394e-05
Wolbachia endosymbiont of Atemnus politus,2682840.0,,,,,,,,,,,,,,,1.2121212121212122e-05
Citrobacter braakii,57706.0,,,,,,,,,,,,,,,1.1818181818181819e-05
Salinarimonas soli,1638099.0,,,,,,,,,,,,,,,1.1515151515151515e-05
Ustilago trichophora,86804.0,,,,,,,,,,,,,,,1.1212121212121212e-05
Ophiocordyceps sinensis,72228.0,,,,,,,,,,,,,,,1.0606060606060606e-05
Chitinophaga agrisoli,2607653.0,,,,,,,,,,,,,,,1.0606060606060606e-05
uncultured Gammaproteobacteria bacterium,86473.0,,,,,,,,,,,,,,,1e-05
Acinetobacter tandoii,202954.0,,,,,,,,,,,,,,,1e-05
Sporisorium reilianum,72558.0,,,,,,,,,,,,,,,9.393939393939394e-06
Planctomycetia bacterium TMED53,1986839.0,,,,,,,,,,,,,,,7.272727272727272e-06
Shimia sediminis,2497945.0,,,,,,,,,,,,,,,7.272727272727272e-06
Bacillus altitudinis,293387.0,,,,,,,,,,,,,,,6.96969696969697e-06
Pseudomicrostroma glucosiphilum,1684307.0,,,,,,,,,,,,,,,6.666666666666667e-06
Anaplasma phagocytophilum,948.0,,,,,,,,,,,,,,,6.060606060606061e-06
bacterium endosymbiont of Escarpia laminata,1221601.0,,,,,,,,,,,,,,,6.060606060606061e-06
Mortierella sp. AM989,1896186.0,,,,,,,,,,,,,,,6.060606060606061e-06
Pleurotus pulmonarius,28995.0,,,,,,,,,,,,,,,5.4545454545454545e-06
Pantoea vagans,470934.0,,,,,,,,,,,,,,,5.4545454545454545e-06
Flavobacterium johnsoniae,986.0,,,,,,,,,,,,,,,5.151515151515151e-06
Enterospora canceri,1081671.0,,,,,,,,,,,,,,,5.151515151515151e-06
Rickettsiales bacterium,2026788.0,,,,,,,,,,,,,,,5.151515151515151e-06
Gammaproteobacteria bacterium (ex Lamellibrachia satsuma),2496632.0,,,,,,,,,,,,,,,5.151515151515151e-06
Comamonas sp. CAH-2,2605745.0,,,,,,,,,,,,,,,5.151515151515151e-06
Gluconacetobacter sp. SXCC-1,1004836.0,,,,,,,,,,,,,,,4.848484848484849e-06
Metschnikowia sp. JCM 33374,2562755.0,,,,,,,,,,,,,,,4.848484848484849e-06
Malassezia sympodialis,76777.0,,,,,,,,,,,,,,,4.5454545454545455e-06
Sistotremastrum niveocremeum,139134.0,,,,,,,,,,,,,,,4.5454545454545455e-06
Hydnum rufescens,139363.0,,,,,,,,,,,,,,,4.5454545454545455e-06
Gammaproteobacteria bacterium 2W06,1838287.0,,,,,,,,,,,,,,,4.5454545454545455e-06
Desulfocapsa sp.,2066021.0,,,,,,,,,,,,,,,4.242424242424242e-06
Colletotrichum asianum,702518.0,,,,,,,,,,,,,,,3.939393939393939e-06
Enterobacter cloacae complex sp. 2DZ2F2B,2511984.0,,,,,,,,,,,,,,,3.636363636363636e-06
Pseudotulostoma volvatum,144541.0,,,,,,,,,,,,,,,3.3333333333333333e-06
Aquifex sp.,313370.0,,,,,,,,,,,,,,,3.3333333333333333e-06
Meira miltonrushii,1280837.0,,,,,,,,,,,,,,,3.3333333333333333e-06
Brettanomyces naardenensis,13370.0,,,,,,,,,,,,,,,3.0303030303030305e-06
Brachyspira aalborgi,29522.0,,,,,,,,,,,,,,,3.0303030303030305e-06
Paxillus involutus,71150.0,,,,,,,,,,,,,,,3.0303030303030305e-06
Candidatus Magnetococcus massalia,451514.0,,,,,,,,,,,,,,,3.0303030303030305e-06
Metschnikowia bicuspidata,27322.0,,,,,,,,,,,,,,,2.7272727272727272e-06
Bathymodiolus brooksi thiotrophic gill symbiont,1052209.0,,,,,,,,,,,,,,,2.7272727272727272e-06
Dickeya sp. DW 0440,1225785.0,,,,,,,,,,,,,,,2.7272727272727272e-06
Ehrlichia minasensis,1242993.0,,,,,,,,,,,,,,,2.7272727272727272e-06
Symbiodinium necroappetens,1628268.0,,,,,,,,,,,,,,,2.7272727272727272e-06
Burkholderia sp. ABCPW 111,1820025.0,,,,,,,,,,,,,,,2.7272727272727272e-06
Trametes versicolor,5325.0,,,,,,,,,,,,,,,2.4242424242424244e-06
Fistulina hepatica,40457.0,,,,,,,,,,,,,,,2.4242424242424244e-06
Vittaforma corneae,42399.0,,,,,,,,,,,,,,,2.4242424242424244e-06
Herbaspirillum rubrisubalbicans,80842.0,,,,,,,,,,,,,,,2.4242424242424244e-06
Trichoderma asperellum,101201.0,,,,,,,,,,,,,,,2.4242424242424244e-06
Tetrapisispora phaffii,113608.0,,,,,,,,,,,,,,,2.4242424242424244e-06
Anaerosalibacter bizertensis,932217.0,,,,,,,,,,,,,,,2.4242424242424244e-06
Violaceomyces palustris,1673888.0,,,,,,,,,,,,,,,2.4242424242424244e-06
Baudoinia panamericana,1709381.0,,,,,,,,,,,,,,,2.4242424242424244e-06
Nocardioides malaquae,2773426.0,,,,,,,,,,,,,,,2.4242424242424244e-06
Undibacterium luofuense,2828733.0,,,,,,,,,,,,,,,2.4242424242424244e-06
Vanderwaltozyma polyspora,36033.0,,,,,,,,,,,,,,,2.121212121212121e-06
uncultured fungus,175245.0,,,,,,,,,,,,,,,2.121212121212121e-06
Paraglaciecola mesophila,197222.0,,,,,,,,,,,,,,,2.121212121212121e-06
Grosmannia clavigera,226899.0,,,,,,,,,,,,,,,2.121212121212121e-06
Dialister micraerophilus,309120.0,,,,,,,,,,,,,,,2.121212121212121e-06
Kuraishia capsulata,317047.0,,,,,,,,,,,,,,,2.121212121212121e-06
uncultured Oxymonadida sp.,413579.0,,,,,,,,,,,,,,,2.121212121212121e-06
Choanoflagellida sp. Z2171C,429457.0,,,,,,,,,,,,,,,2.121212121212121e-06
Dolichospermum flos-aquae,1166.0,,,,,,,,,,,,,,,1.818181818181818e-06
[Candida] inconspicua,52247.0,,,,,,,,,,,,,,,1.818181818181818e-06
Angomonas deanei,59799.0,,,,,,,,,,,,,,,1.818181818181818e-06
Metarhizium acridum,92637.0,,,,,,,,,,,,,,,1.818181818181818e-06
Smittium mucronatum,133383.0,,,,,,,,,,,,,,,1.818181818181818e-06
Chaetomium thermophilum,209285.0,,,,,,,,,,,,,,,1.818181818181818e-06
Rhodococcus kyotonensis,398843.0,,,,,,,,,,,,,,,1.818181818181818e-06
Dactylellina haptotyla,430498.0,,,,,,,,,,,,,,,1.818181818181818e-06
Scopulibacillus darangshiensis,442528.0,,,,,,,,,,,,,,,1.818181818181818e-06
Chitinivorax tropicus,714531.0,,,,,,,,,,,,,,,1.818181818181818e-06
Legionella steelei,947033.0,,,,,,,,,,,,,,,1.818181818181818e-06
Linnemannia zychae,979765.0,,,,,,,,,,,,,,,1.818181818181818e-06
Staphylococcus agnetis,985762.0,,,,,,,,,,,,,,,1.818181818181818e-06
Exophiala aquamarina,1033840.0,,,,,,,,,,,,,,,1.818181818181818e-06
Cucumibacter marinus,1121252.0,,,,,,,,,,,,,,,1.818181818181818e-06
Pseudoalteromonas sp. BMB,1874619.0,,,,,,,,,,,,,,,1.818181818181818e-06
Melampsora americana,2182807.0,,,,,,,,,,,,,,,1.818181818181818e-06
Polaribacter sp. 20A6,2687289.0,,,,,,,,,,,,,,,1.818181818181818e-06
Cyberlindnera jadinii,4903.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Dolosigranulum pigrum,29394.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Aspergillus glaucus,41413.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Lomentospora prolificans,41688.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Zygosaccharomyces mellis,42258.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Sporisorium scitamineum,49012.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Zoogloea sp.,49181.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Venturia nashicola,86259.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Macrolepiota fuliginosa,201230.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Jaapia argillacea,202697.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Philasterides dicentrarchi,282688.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Wolbachia endosymbiont of Drosophila ananassae,307502.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Acaryochloris sp. CCMEE 5410,310037.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Fischerella thermalis,372787.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Halodesulfovibrio marinisediminis,458711.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Pseudomaricurvus alcaniphilus,1166482.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Xylona heveae,1217826.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Acetobacter sp. CAG:977,1262685.0,,,,,,,,,,,,,,,1.5151515151515152e-06
uncultured Aureispira sp.,1331704.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Aspergillus eucalypticola,1340029.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Cadophora sp. DSE1049,1485229.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Gomphillus americanus,1940652.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Myxococcales bacterium,2026763.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Hwanghaeella grinnelliae,2500179.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Sporolactobacillus sp. THM7-7,2511172.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Hyphomicrobium album,2665159.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Parapusillimonas sp. SGNA-6,2710884.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Phocaeicola faecalis,2786956.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Inhella proteolytica,2795029.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Blastocladiella emersonii,4808.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Fusarium graminearum,5518.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Lodderomyces elongisporus,36914.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Solieria pacifica,38515.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Mortierella polycephala,41804.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Wilcoxina mikolae,43439.0,,,,,,,,,,,,,,,1.2121212121212122e-06
[Candida] intermedia,45354.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Torulaspora globosa,48254.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Racocetra fulgida,60492.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Burkholderia vietnamiensis,60552.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Cryptobia helicis,62686.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Hygrophoropsis aurantiaca,72124.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Scutellospora calospora,85575.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Pholiota conissans,109636.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Dichomitus squalens,114155.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Cordyceps fumosorosea,114497.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Phytomonas sp. isolate EM1,134006.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Plicaturopsis crispa,139390.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Aromatoleum buckelii,200254.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Enhygromyxa salina,215803.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Verruconis gallopava,253628.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Elsinoe ampelina,302913.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Penicillium steckii,303698.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Pyricularia oryzae,318829.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Aspergillus novofumigatus,340412.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Irpex rosettiformis,378272.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Kazachstania africana,432096.0,,,,,,,,,,,,,,,1.2121212121212122e-06
uncultured Saccharopolyspora sp.,498730.0,,,,,,,,,,,,,,,1.2121212121212122e-06
uncultured Corallinales,682386.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Frankia sp. CH37,683308.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Drepanopeziza brunnea,698440.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Wolbachia endosymbiont of Pentalonia nigronervosa,1301914.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Paenibacillus segetis,1325360.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Butyriboletus roseoflavus,1325616.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Hymenobacter qilianensis,1385715.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Kalmanozyma brasiliensis,1392244.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Clathrus columnatus,1419009.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Longimonas halophila,1469170.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Delitschia confertaspora,1504671.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Epulopiscium sp. Nele67-Bin004,1764962.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Mortierella sp. GBA30,1896187.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Rhodocyclaceae bacterium,1898103.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Abditibacterium utsteinense,1960156.0,,,,,,,,,,,,,,,1.2121212121212122e-06
SAR86 cluster bacterium,2030880.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Clostridia bacterium,2044939.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Sphingomonas sp. HMWF008,2056845.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Tabrizicola sp. TH137,2067452.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Metschnikowia aff. pulcherrima,2163413.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Candidatus Nanosyncoccus alces,2171997.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Nephromyces sp. MMRI,2496275.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Pedobacter frigoris,2571272.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Vineibacter terrae,2586908.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Oceanobacillus sp. HTM 045,2676312.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Bacidia gigantensis,2732470.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Pseudonocardia sp. CGMCC 4.1532,2761535.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Micromonospora sp. PLK6-60,2873383.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Sphingobacterium thalpophilum,259.0,,,,,,,,,,,,,,,9.09090909090909e-07
Phocaeicola vulgatus,821.0,,,,,,,,,,,,,,,9.09090909090909e-07
Sphingobacterium mizutaii,1010.0,,,,,,,,,,,,,,,9.09090909090909e-07
Actinopolyspora halophila,1850.0,,,,,,,,,,,,,,,9.09090909090909e-07
Actinomadura madurae,1993.0,,,,,,,,,,,,,,,9.09090909090909e-07
Rhodotorula toruloides,5286.0,,,,,,,,,,,,,,,9.09090909090909e-07
Rhodotorula diobovata,5288.0,,,,,,,,,,,,,,,9.09090909090909e-07
Schizophyllum commune,5334.0,,,,,,,,,,,,,,,9.09090909090909e-07
Heliocybe sulcata,5364.0,,,,,,,,,,,,,,,9.09090909090909e-07
Basidiobolus ranarum,34480.0,,,,,,,,,,,,,,,9.09090909090909e-07
Neolentinus lepideus,38799.0,,,,,,,,,,,,,,,9.09090909090909e-07
Glutamicibacter uratoxydans,43667.0,,,,,,,,,,,,,,,9.09090909090909e-07
Brachybacterium faecium,43669.0,,,,,,,,,,,,,,,9.09090909090909e-07
[Candida] haemuloni,45357.0,,,,,,,,,,,,,,,9.09090909090909e-07
Suillus paluster,48578.0,,,,,,,,,,,,,,,9.09090909090909e-07
Brenneria salicis,55214.0,,,,,,,,,,,,,,,9.09090909090909e-07
Furculomyces boomerangus,61424.0,,,,,,,,,,,,,,,9.09090909090909e-07
Linnemannia gamsii,64522.0,,,,,,,,,,,,,,,9.09090909090909e-07
Podila humilis,64523.0,,,,,,,,,,,,,,,9.09090909090909e-07
Linnemannia hyalina,64524.0,,,,,,,,,,,,,,,9.09090909090909e-07
Monosiga ovata,81526.0,,,,,,,,,,,,,,,9.09090909090909e-07
Leucogyrophana mollusca,85980.0,,,,,,,,,,,,,,,9.09090909090909e-07
Trichophyton interdigitale,101480.0,,,,,,,,,,,,,,,9.09090909090909e-07
Dissoconium aciculare,112489.0,,,,,,,,,,,,,,,9.09090909090909e-07
Myriangium duriaei,147570.0,,,,,,,,,,,,,,,9.09090909090909e-07
Sporothrix insectorum,150359.0,,,,,,,,,,,,,,,9.09090909090909e-07
Burkholderia ambifaria,152480.0,,,,,,,,,,,,,,,9.09090909090909e-07
Leptomonas pyrrhocoris,157538.0,,,,,,,,,,,,,,,9.09090909090909e-07
Leminorella richardii,158841.0,,,,,,,,,,,,,,,9.09090909090909e-07
Ilyobacter tartaricus,167644.0,,,,,,,,,,,,,,,9.09090909090909e-07
Oxalicibacterium flavum,179467.0,,,,,,,,,,,,,,,9.09090909090909e-07
Fomitiporia mediterranea,208960.0,,,,,,,,,,,,,,,9.09090909090909e-07
Polytolypa hystricis,221428.0,,,,,,,,,,,,,,,9.09090909090909e-07
Dendryphion nanum,256645.0,,,,,,,,,,,,,,,9.09090909090909e-07
Cystoclonium purpureum,257571.0,,,,,,,,,,,,,,,9.09090909090909e-07
Dictyocoela muelleri,279532.0,,,,,,,,,,,,,,,9.09090909090909e-07
Arthrobotrys entomopaga,321852.0,,,,,,,,,,,,,,,9.09090909090909e-07
Panacagrimonas perspica,381431.0,,,,,,,,,,,,,,,9.09090909090909e-07
Terriglobus roseus,392734.0,,,,,,,,,,,,,,,9.09090909090909e-07
Pelagibacterium luteolum,440168.0,,,,,,,,,,,,,,,9.09090909090909e-07
Aplosporella prunicola,462254.0,,,,,,,,,,,,,,,9.09090909090909e-07
Actinoplanes subtropicus,543632.0,,,,,,,,,,,,,,,9.09090909090909e-07
Litorimonas taeanensis,568099.0,,,,,,,,,,,,,,,9.09090909090909e-07
Pricia antarctica,641691.0,,,,,,,,,,,,,,,9.09090909090909e-07
Oribacterium sp. oral taxon 102,671214.0,,,,,,,,,,,,,,,9.09090909090909e-07
Polyplosphaeria fusca,682080.0,,,,,,,,,,,,,,,9.09090909090909e-07
Leucobacter denitrificans,683042.0,,,,,,,,,,,,,,,9.09090909090909e-07
Candidatus Atelocyanobacterium thalassa,713887.0,,,,,,,,,,,,,,,9.09090909090909e-07
Aulographum hederae,1176130.0,,,,,,,,,,,,,,,9.09090909090909e-07
Hippea alviniae,1279027.0,,,,,,,,,,,,,,,9.09090909090909e-07
Dentiscutata heterogama,1316150.0,,,,,,,,,,,,,,,9.09090909090909e-07
Mycena kentingensis (nom. inval.),1325293.0,,,,,,,,,,,,,,,9.09090909090909e-07
Tepidicaulis marinus,1333998.0,,,,,,,,,,,,,,,9.09090909090909e-07
Coniochaeta sp. PMI_546,1450552.0,,,,,,,,,,,,,,,9.09090909090909e-07
Wolbachia endosymbiont of Dactylopius coccus,1605993.0,,,,,,,,,,,,,,,9.09090909090909e-07
Thalassobaculum fulvum,1633335.0,,,,,,,,,,,,,,,9.09090909090909e-07
Arsenicibacter rosenii,1750698.0,,,,,,,,,,,,,,,9.09090909090909e-07
Gemmatimonadetes bacterium RIFCSPLOWO2_02_FULL_71_11,1798312.0,,,,,,,,,,,,,,,9.09090909090909e-07
Candidatus Kaiserbacteria bacterium RIFCSPLOWO2_01_FULL_54_13,1798512.0,,,,,,,,,,,,,,,9.09090909090909e-07
Actinobacteria bacterium 13_1_20CM_4_69_9,1803481.0,,,,,,,,,,,,,,,9.09090909090909e-07
Neptunicoccus sediminis,1892596.0,,,,,,,,,,,,,,,9.09090909090909e-07
Streptomyces sp. CBMA29,1896314.0,,,,,,,,,,,,,,,9.09090909090909e-07
Thiotrichales bacterium HS_08,1899563.0,,,,,,,,,,,,,,,9.09090909090909e-07
Chiua virens,1914213.0,,,,,,,,,,,,,,,9.09090909090909e-07
Candidatus Shapirobacteria bacterium CG10_big_fil_rev_8_21_14_0_10_38_14,1974483.0,,,,,,,,,,,,,,,9.09090909090909e-07
Candidatus Pacebacteria bacterium CG10_big_fil_rev_8_21_14_0_10_42_12,1974768.0,,,,,,,,,,,,,,,9.09090909090909e-07
Crocinitomicaceae bacterium TMED114,1986720.0,,,,,,,,,,,,,,,9.09090909090909e-07
Candidatus Aerophobetes bacterium Ae_b3a,2012485.0,,,,,,,,,,,,,,,9.09090909090909e-07
Deltaproteobacteria bacterium HGW-Deltaproteobacteria-14,2013741.0,,,,,,,,,,,,,,,9.09090909090909e-07
Streptomycetaceae bacterium,2021369.0,,,,,,,,,,,,,,,9.09090909090909e-07
bacterium HR39,2035434.0,,,,,,,,,,,,,,,9.09090909090909e-07
Cytophagales bacterium,2053541.0,,,,,,,,,,,,,,,9.09090909090909e-07
Nonomuraea aridisoli,2070368.0,,,,,,,,,,,,,,,9.09090909090909e-07
Candidatus Deianiraea vastatrix,2163644.0,,,,,,,,,,,,,,,9.09090909090909e-07
endosymbiont of Galathealinum brachiosum,2200906.0,,,,,,,,,,,,,,,9.09090909090909e-07
