superkingdom,kingdom,phylum,class,order,family,genus,species,tax_id
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Ecliptopera,Ecliptopera silaceata,104457
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Hydriomena,Hydriomena furcata,104460
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Aponogetonaceae,Aponogeton,Aponogeton distachyos,55311
Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,,,Flavobacteriales bacterium,2021391
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton,Croton tiglium,497687
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Erannis,Erannis defoliaria,104474
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Agriopis,Agriopis aurantiaria,104476
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus robur,38942
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga consanguinea,489508
Eukaryota,Metazoa,Platyhelminthes,Trematoda,Strigeidida,Schistosomatidae,Schistosoma,Schistosoma japonicum,6182
Eukaryota,Metazoa,Platyhelminthes,Trematoda,Strigeidida,Schistosomatidae,Schistosoma,Schistosoma mansoni,6183
Eukaryota,Metazoa,Platyhelminthes,Trematoda,Strigeidida,Schistosomatidae,Schistosoma,Schistosoma bovis,6184
Eukaryota,,,Aphelidea,,,Amoeboaphelidium,Amoeboaphelidium protococcarum,1243177
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Alsophila,Alsophila aescularia,104486
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Panthiades,Panthiades aeolus,1914923
Bacteria,Bacillati,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,[Eubacterium] hominis,2764325
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Panthiades,Panthiades hebraeus,1914925
Eukaryota,Metazoa,Platyhelminthes,Trematoda,Strigeidida,Schistosomatidae,Schistosoma,Schistosoma haematobium,6185
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio aquaticus,2496559
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Hamamelidaceae,Corylopsis,Corylopsis coreana,292912
Eukaryota,Metazoa,Annelida,Polychaeta,Phyllodocida,Polynoidae,Lepidonotus,Lepidonotus clava,1210411
Eukaryota,Metazoa,Platyhelminthes,Trematoda,Strigeidida,Schistosomatidae,Schistosoma,Schistosoma rodhaini,6188
Eukaryota,Metazoa,Platyhelminthes,Trematoda,Opisthorchiida,Opisthorchiidae,Clonorchis,Clonorchis sinensis,79923
Eukaryota,Metazoa,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Sthenelais,Sthenelais limicola,1210413
Eukaryota,Metazoa,Platyhelminthes,Trematoda,Strigeidida,Schistosomatidae,Schistosoma,Schistosoma spindalis,6189
Eukaryota,Metazoa,Platyhelminthes,Trematoda,Opisthorchiida,Opisthorchiidae,Opisthorchis,Opisthorchis viverrini,6198
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Acanthaceae,Justicia,Justicia patentiflora,1685551
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa velutina,202808
Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Aequorivita sinensis,1382458
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Candidatus Thiodiazotropha,Candidatus Thiodiazotropha sp. (ex Lucinoma aequizonata),2857018
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Euphydryas,Euphydryas editha,104508
Eukaryota,,Evosea,Variosea,Cavosteliida,Cavosteliaceae,Planoprotostelium,Planoprotostelium fungivorum,1890364
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,Diospyros lotus,55363
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. JV551A1,2078787
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Calliphoridae,Bellardia,Bellardia bayeri,2881606
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium chrysotoxum,161865
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Symplocaceae,Symplocos,Symplocos paniculata,55373
Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Araneidae,Caerostris,Caerostris darwini,1538125
Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesonia,Mesonia hippocampi,1628250
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Moraceae,Morus,Morus notabilis,981085
Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis briggsae,6238
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypercompe,Hypercompe scribonia,505957
Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutibacter,Lutibacter sp. B1,2725996
Eukaryota,Metazoa,Cnidaria,Anthozoa,Malacalcyonacea,Plexauridae,Paramuricea,Paramuricea clavata,317549
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Colwellia marinimaniae,1513592
Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Toxocaridae,Toxocara,Toxocara canis,6265
Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Anisakidae,Anisakis,Anisakis simplex,6269
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Basellaceae,Anredera,Anredera baselloides,1038467
Eukaryota,,,,,Vitrellaceae,Vitrella,Vitrella brassicaformis,1169539
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Myrtales,Lythraceae,Punica,Punica granatum,22663
Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Brugia,Brugia pahangi,6280
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Oryza,Oryza minuta,63629
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Beta,Beta vulgaris,161934
Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Dirofilaria,Dirofilaria immitis,6287
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Liliales,Alstroemeriaceae,Alstroemeria,Alstroemeria ligtu,71825
Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Haemonchus,Haemonchus placei,6290
Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Wuchereria,Wuchereria bancrofti,6293
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Agrotis,Agrotis clavis,997525
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea anceps,997526
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Lochmaea,Lochmaea capreae,227480
Eukaryota,Fungi,Chytridiomycota,Neocallimastigomycetes,Neocallimastigales,Neocallimastigaceae,Neocallimastix,Neocallimastix lanati (nom. inval.),2767002
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Violaceae,Rinorea,Rinorea welwitschii,1144987
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Hydrocharitaceae,Enhalus,Enhalus acoroides,55455
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lithophane,Lithophane semibrunnea,997537
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lithophane,Lithophane socia,997538
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna ferrago,997540
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Orthosia,Orthosia gracilis,997542
Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Angiostrongylus,Angiostrongylus cantonensis,6313
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Xestia,Xestia sexstrigata,997545
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mesoligia,Mesoligia furuncula,997551
Eukaryota,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,,Edaphochlamys,Edaphochlamys debaryana,47281
Eukaryota,Metazoa,Nematoda,Enoplea,Trichinellida,Trichinellidae,Trichinella,Trichinella zimbabwensis,268475
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Turritis,Turritis glabra,63678
Eukaryota,Metazoa,Nematoda,Enoplea,Trichinellida,Trichinellidae,Trichinella,Trichinella spiralis,6334
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Cymodoceaceae,Ruppia,Ruppia megacarpa,55492
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Cyphomyrmex,Cyphomyrmex costatus,456900
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Huerteales,Tapisciaceae,Tapiscia,Tapiscia sinensis,112844
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pieridae,Anthocharis,Anthocharis cardamines,227532
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Limenitis,Limenitis populi,227535
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila novamexicana,47314
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Gonioctena,Gonioctena quinquepunctata,63699
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Crassulaceae,Hylotelephium,Hylotelephium erythrostictum,202969
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Anacardiaceae,Pistacia,Pistacia vera,55513
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Lauxaniidae,Tricholauxania,Tricholauxania praeusta,1824988
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Santalales,Opiliaceae,Urobotrya,Urobotrya siamensis,350431
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Lycium,Lycium barbarum,112863
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Tephritidae,Bactrocera,Bactrocera oleae,104688
Archaea,Methanobacteriati,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus maripaludis,39152
Bacteria,Bacillati,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,Nostoc sp. NIES-3756,1751286
Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanotrichales,Methanotrichaceae,,Methanotrichaceae archaeon,2595067
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Tuta,Tuta absoluta,702717
Eukaryota,Metazoa,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Lumbricus,Lumbricus terrestris,6398
Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Caudoviricetes sp.,2832643
Eukaryota,Metazoa,Annelida,Polychaeta,Sabellida,Siboglinidae,Lamellibrachia,Lamellibrachia satsuma,104711
Eukaryota,Metazoa,Annelida,Clitellata,Rhynchobdellida,Glossiphoniidae,Helobdella,Helobdella robusta,6412
Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Eresidae,Stegodyphus,Stegodyphus mimosarum,407821
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. P1-8,1710353
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,Dioscorea alata,55571
Archaea,Thermoproteati,Nitrososphaerota,,,,,uncultured marine thaumarchaeote SAT1000_29_H07,1456403
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Cephidae,Cephus,Cephus cinctus,211228
Eukaryota,Metazoa,Annelida,Polychaeta,Xenopneusta,Urechidae,Urechis,Urechis unicinctus,6432
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Apidae,Nomada,Nomada fucata,481570
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa tameamea,334116
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile willughbiella,481575
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Daphniphyllaceae,Daphniphyllum,Daphniphyllum macropodum,276776
Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,Tuberolachnus,Tuberolachnus salignus,96551
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio anguillarum,55601
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Vitis coignetiae,694578
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Heuchera,Heuchera grossulariifolia,71990
Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,Porites lobata,104759
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Camelina,Camelina rumelica,883001
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,,,,uncultured gamma proteobacterium EB000_65A11,710972
Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanotrichales,Methanotrichaceae,Methanothrix,Methanothrix harundinacea,301375
Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Marinilabiliales,Marinilabiliaceae,,Marinilabiliaceae bacterium JC040,2545984
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Cyathula,Cyathula capitata,2152776
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia quinivorans,137545
Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium daleae,63821
Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,,,uncultured Sphingomonadales bacterium HF0500_24B12,710993
Bacteria,Bacillati,Bacillota,Clostridia,Halanaerobiales,Halanaerobiaceae,Halocella,Halocella sp. SP3-1,2382161
Eukaryota,,,Ichthyosporea,Ichthyophonida,,Sphaeroforma,Sphaeroforma arctica,72019
Archaea,Nanobdellati,Nanobdellota,Nanobdellia,Nanobdellales,Nanobdellaceae,Nanobdella,Nanobdella aerobiophila,2586965
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,,,uncultured Vibrionales bacterium HF0010_22E23,710999
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Nekemias,Nekemias grossedentata,416090
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Ampelopsis,Ampelopsis humulifolia,416091
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Nitidulidae,Brassicogethes,Brassicogethes aeneus,1431903
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,Dioscorea zingiberensis,325984
Eukaryota,Metazoa,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Lepeophtheirus,Lepeophtheirus salmonis,72036
Eukaryota,Metazoa,Arthropoda,Collembola,Symphypleona,Sminthuridae,Allacma,Allacma fusca,39272
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas telluritireducens,162160
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Parthenocissus,Parthenocissus vitacea,416114
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pieridae,Aporia,Aporia crataegi,129397
Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum caenipelagi,1325435
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pyralidae,Euzophera,Euzophera pinguis,1366396
Eukaryota,Metazoa,Mollusca,Gastropoda,,Planorbidae,Biomphalaria,Biomphalaria glabrata,6526
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Dracocephalum,Dracocephalum moldavica,39296
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Carposinidae,Carposina,Carposina sasakii,252295
Eukaryota,,Apicomplexa,Conoidasida,Eucoccidiorida,Eimeriidae,Cyclospora,Cyclospora cayetanensis,88456
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Arecales,Arecaceae,Elaeis,Elaeis oleifera,80265
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Elateridae,Ignelater,Ignelater luminosus,2038154
Eukaryota,Metazoa,Arthropoda,Insecta,Phthiraptera,Pediculidae,Pediculus,Pediculus humanus,121225
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Scaeva,Scaeva pyrastri,219539
Eukaryota,Metazoa,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,Mytilus edulis,6550
Eukaryota,Metazoa,Platyhelminthes,Trematoda,Strigeidida,Schistosomatidae,Heterobilharzia,Heterobilharzia americana,39320
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Circaeasteraceae,Kingdonia,Kingdonia uniflora,39325
Eukaryota,Metazoa,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,Cerastoderma edule,55710
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pyralidae,Acrobasis,Acrobasis suavella,1857951
Eukaryota,Metazoa,Annelida,Polychaeta,Phyllodocida,Polynoidae,Acholoe,Acholoe squamosa,2922911
Eukaryota,Metazoa,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,Crassostrea virginica,6565
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lysandra,Lysandra coridon,268709
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Depressariidae,Agonopterix,Agonopterix subpropinquella,1857958
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Agrotis,Agrotis puta,1857961
Eukaryota,Metazoa,Mollusca,Bivalvia,Pectinida,Pectinidae,Mizuhopecten,Mizuhopecten yessoensis,6573
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Archips,Archips crataeganus,1857967
Bacteria,Pseudomonadati,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus interemptor,2316720
Eukaryota,Metazoa,Mollusca,Bivalvia,Pectinida,Pectinidae,Pecten,Pecten maximus,6579
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Santalales,Loranthaceae,Taxillus,Taxillus thibetensis,2054580
Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Hygrophoropsidaceae,Hygrophoropsis,Hygrophoropsis aurantiaca,72124
Eukaryota,Metazoa,Mollusca,Bivalvia,Venerida,Veneridae,Mercenaria,Mercenaria mercenaria,6596
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum pauxillum,88516
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Aponogetonaceae,Aponogeton,Aponogeton abyssinicus,1530311
Eukaryota,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,Mya arenaria,6604
Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus australis,113107
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum lativentre,88531
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Asbolus,Asbolus verrucosus,1661398
Archaea,Methanobacteriati,Methanobacteriota,Methanonatronarchaeia,Methanonatronarchaeales,Methanonatronarchaeaceae,Methanonatronarchaeum,Methanonatronarchaeum sp. AMET-Sl,3037654
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,Polygonum aviculare,137693
Eukaryota,Metazoa,Mollusca,Bivalvia,Venerida,Mactridae,Spisula,Spisula solida,31201
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Crassulaceae,Kalanchoe,Kalanchoe daigremontiana,23013
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Candidatus Colwellia aromaticivorans,2267621
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Gossypium,Gossypium anomalum,47600
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Gossypium,Gossypium stocksii,47602
Eukaryota,Metazoa,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus vulgaris,6645
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Saturniidae,Samia,Samia ricini,63990
Archaea,Methanobacteriati,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus barophilus,55802
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum chinense,80379
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Gossypioides,Gossypioides kirkii,47615
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Histura,Histura perseavora,1178112
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Paropyrum,Paropyrum anemonoides,432641
Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis remanei,31234
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Gossypium,Gossypium australe,47621
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Gossypium,Gossypium bickii,47622
Eukaryota,Metazoa,Platyhelminthes,Trematoda,Strigeidida,Schistosomatidae,Schistosoma,Schistosoma mattheei,31246
Archaea,Methanobacteriati,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter arboriphilus,39441
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Monochroa,Monochroa cleodoroides,1178130
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,Anticarsia,Anticarsia gemmatalis,129554
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Halictidae,Mexalictus,Mexalictus arizonensis,88598
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Scrobipalpa,Scrobipalpa costella,1858070
Eukaryota,Metazoa,Arthropoda,Pycnogonida,Pantopoda,Nymphonidae,Nymphon,Nymphon striatum,424472
Eukaryota,,,Eustigmatophyceae,Eustigmatales,Chlorobotryaceae,Vischeria,Vischeria stellata,1104407
Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus tequilensis,227866
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Actaea,Actaea biternata,64027
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Actaea,Actaea dahurica,64029
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila bunnanda,244254
Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,Penaeus monodon,6687
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Actaea,Actaea cimicifuga,64032
Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,Penaeus vannamei,6689
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Dascillidae,Dascillus,Dascillus cervinus,285223
Eukaryota,,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium sp.,31272
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Tetrastigma,Tetrastigma hemsleyanum,1006121
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Apotomis,Apotomis capreana,989741
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Dicycla,Dicycla oo,1858094
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Picrorhiza,Picrorhiza kurrooa,195120
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Tetrastigma,Tetrastigma laxum,1006129
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Boraginales,Heliotropiaceae,Heliotropium,Heliotropium curassavicum,113202
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Thyrididae,Striglina,Striglina suzukii,1178161
Eukaryota,Metazoa,Cnidaria,Anthozoa,Actiniaria,Aiptasiidae,Exaiptasia,Exaiptasia diaphana,2652724
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Santalales,Opiliaceae,Cansjera,Cansjera rheedei,227893
Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,Homarus americanus,6706
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias croceus,72248
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Tetrastigma,Tetrastigma planicaule,1006137
Eukaryota,Metazoa,Arthropoda,Insecta,Phasmatodea,Timematidae,Timema,Timema monikensis,170555
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Allium pskemense,113213
Eukaryota,Metazoa,Arthropoda,Insecta,Phasmatodea,Timematidae,Timema,Timema poppense,170557
Bacteria,Bacillati,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,,[Eubacterium] siraeum,39492
Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Cambaridae,Procambarus,Procambarus clarkii,6728
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Epinotia,Epinotia nisella,989769
Eukaryota,Viridiplantae,Streptophyta,Zygnemophyceae,Desmidiales,Closteriaceae,Closterium,Closterium sp. Naga37s-1,2996811
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Myrtales,Melastomataceae,Phyllagathis,Phyllagathis cavaleriei,2136660
Eukaryota,Viridiplantae,Streptophyta,Zygnemophyceae,Desmidiales,Closteriaceae,Closterium,Closterium sp. Yama58-4,2996821
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Sphingidae,Laothoe,Laothoe populi,522836
