,Species,read count,relative error
29110,Entyloma ficariae,1000000,
29111,Ephedra equisetina,1000000,
29112,Xenoprorhynchus sp. II CEL-2014,1000000,
29113,Xenokrohnia sorbei,1000000,
29114,Enterobacter sp. HC1  ,1000000,
29115,Enterobacter sp. R4-390  ,1000000,
29116,Enterobacter sp. RC15  ,1000000,
29117,Zobellella sp. NC2  ,1000000,
29118,Zoothamnium arbuscula,1000000,
29119,Zoothamnium sp. JCC-2006-4,1000000,
29120,Zoraida sp. 2 NS-2013,1000000,
29121,Lobiger viridis,1000000,
29122,Zygorhizidium planktonicum  ,1000000,
29123,Enorma massiliensis,1000000,
29124,Ensete ventricosum,1000000,
29125,Ensifer fredii   ,1000000,
29126,Ensifer sp. LC423  ,1000000,
29127,Ensis magnus  ,1000000,
29128,Lutzomyia hartmanni,1000000,
29129,Luticola goeppertiana,1000000,
29130,Zschokkella lophii  ,1000000,
29131,Litucivis serpens  ,1000000,
29132,Enterobacter sp. GIST-WP2s2,1000000,
29133,Olea europaea,1000000,
29134,Olleya sp. ITB9  ,1000000,
29135,Olpidiopsis sp. 4439,1000000,
29136,Omalicna sp. JMU-2006,1000000,
29137,Pseudobutyrivibrio ruminis   ,1000000,
29138,Oedogonium sp. LUHPL150003,1000000,
29139,Lyctocoris sp. SJ-2013 ,1000000,
29140,Pseudogymnoascus sp. VKM F-3808,1000000,
29141,Pseudomarvania ampulliformis,1000000,
29142,Lutzomyia nunez-tovari,1000000,
29143,Odontochlamys alpestris,1000000,
29144,Lutzomyia longipalpis,1000000,
29145,Oedogoniomyces sp. CR84,1000000,
29146,Oedogonium rugulosum,1000000,
29147,Pseudochrobactrum sp. IR7  ,1000000,
29148,Dickeya chrysanthemi   ,1000000,
29149,Dichanthelium oligosanthes,1000000,
29150,bacterium YC-LK-LKJ15   ,1000000,
29151,bacterium WB3   ,1000000,
29152,bacterium TC8  ,1000000,
29153,bacterium SNISO_C6   ,1000000,
29154,Musculus cupreus  ,1000000,
29155,bacterium RFB D04  ,1000000,
29156,Mychonastes sp. LBMa-1,1000000,
29157,Mycobacteriaceae bacterium KVD-unk-22  ,1000000,
29158,Oocystis sp. KMMCC 251,1000000,
29159,Mycobacterium celatum  ,1000000,
29160,Oncerometopus sp. WCW-2003b,1000000,
29161,Omoglymmius hamatus,1000000,
29162,Ommatius sp. D035,1000000,
29163,Drosera adelae,1000000,
29164,Rhodopseudomonas harwoodiae   ,1000000,
29165,bacterium P2-20-7   ,1000000,
29166,bacterium PA4   ,1000000,
29167,bacterium R60   ,1000000,
29168,Didymodactylos carnosus,1000000,
29169,Rhodoplanes sp. Wai3R3  ,1000000,
29170,Rhodopirellula sp. SM44  ,1000000,
29171,Mycobacterium neoaurum   ,1000000,
29172,Opisthocystis goettei  ,1000000,
29173,Orbinia bioreti  ,1000000,
29174,Pseudo-nitzschia sabit,1000000,
29175,Pseudoalteromonadaceae bacterium AS4  ,1000000,
29176,Pseudoalteromonas sp. 114Z-24  ,1000000,
29177,Pseudoalteromonas sp. 2019  ,1000000,
29178,Pseudoalteromonas sp. 8050  ,1000000,
29179,Pseudoalteromonas sp. AS1  ,1000000,
29180,Dinenympha sp. Rc52  ,1000000,
29181,Pseudaphelenchus sp. NKTW63,1000000,
29182,Pseudo-nitzschia cf. cuspidata,1000000,
29183,Madapolystoma sp. DNA-Mi19 ,1000000,
29184,Macrothrips papuensis,1000000,
29185,Ophiostoma novo-ulmi,1000000,
29186,Ophryoglena catenula,1000000,
29187,Diachasma alloeum,1000000,
29188,Dictyostelium clavatum,1000000,
29189,Diatrypasimilis australiensis  ,1000000,
29190,bacterium enrichment culture clone BW2RDX,1000000,
29191,bacterium enrichment culture clone EB39.2,1000000,
29192,bacterium enrichment culture clone LQ-6,1000000,
29193,bacterium enrichment culture clone LQ-C,1000000,
29194,bacterium enrichment culture clone auto12_4W,1000000,
29195,bacterium ii1327   ,1000000,
29196,bacterium str. 47077  ,1000000,
29197,Macrolabrum sp. KK-2011,1000000,
29198,Dicyrtomina saundersi  ,1000000,
29199,bacterium YT0325   ,1000000,
29200,bacterium endosymbiont of Strebla diphyllae,1000000,
29201,bacterium endosymbiont of Trichobius cf.,1000000,
29202,bacterium enrichment culture,1000000,
29203,Magnoteuthis magna,1000000,
29204,Devescovina sp. WIO-2007  ,1000000,
29205,Maehrenthalia agilis  ,1000000,
29206,Dhysores cf. thoreyi DRM-2008,1000000,
29207,Oridorsalis umbonatus,1000000,
29208,Orius minutus,1000000,
29209,Ornithobacterium rhinotracheale   ,1000000,
29210,Orthotylus pallens  ,1000000,
29211,Provortex balticus  ,1000000,
29212,Psalteriomonas magna,1000000,
29213,Psammosa atlantica,1000000,
29214,Maeotias marginata  ,1000000,
29215,Doenitzius peniculus  ,1000000,
29216,Dokdonella ginsengisoli   ,1000000,
29217,Dolerocypria mukaishimensis,1000000,
29218,Sinuolinea phyllopteryxa  ,1000000,
29219,Dolichomastix tenuilepis,1000000,
29220,Dolichospermum circinale   ,1000000,
29221,Sinorhizobium sp. CCBAU 83638 ,1000000,
29222,bacterium ODP-193-27   ,1000000,
29223,Donax trunculus (truncated wedgeshell),1000000,
29224,bacterium KR 1979/21_170  ,1000000,
29225,Sinophysis grandis,1000000,
29226,Sinistrostrombidium cupiformum,1000000,
29227,Discocoris drakei,1000000,
29228,Makinoella tosaensis,1000000,
29229,Moraxella sp. feline oral taxon,1000000,
29230,Disolenia zanguebarica,1000000,
29231,Doliolum nationalis  ,1000000,
29232,Lytocarpia sp. LL-2009 ,1000000,
29233,bacterium ASP36   ,1000000,
29234,bacterium Ah4   ,1000000,
29235,bacterium BTEP20   ,1000000,
29236,bacterium CYCU-0210   ,1000000,
29237,bacterium CYCU-0215   ,1000000,
29238,Lysinibacillus sp. COPE42  ,1000000,
29239,Ditylenchus halictus,1000000,
29240,bacterium DD2   ,1000000,
29241,bacterium DD3   ,1000000,
29242,bacterium DEN D7  ,1000000,
29243,bacterium E1-164   ,1000000,
29244,bacterium EBAD21   ,1000000,
29245,bacterium EFRP610   ,1000000,
29246,Ditylenchus destructor,1000000,
29247,Ditylenchus drepanocercus,1000000,
29248,Siphonosphaera abyssi,1000000,
29249,bacterium NLAE-zl-G499   ,1000000,
29250,bacterium NLAE-zl-G5   ,1000000,
29251,bacterium NLAE-zl-H174   ,1000000,
29252,bacterium NLAE-zl-H355   ,1000000,
29253,bacterium NLAE-zl-H73   ,1000000,
29254,bacterium NLAE-zl-P105   ,1000000,
29255,Diophrys japonica,1000000,
29256,Dispira parvispora,1000000,
29257,Diplocoelus sp. UPOL 002159,1000000,
29258,Diploneis subovalis,1000000,
29259,Diplopeltula sp. DiPeSp1,1000000,
29260,Diplopsalopsis bomba,1000000,
29261,Diploschistes,1000000,
29262,bacterium NLAE-zl-P116   ,1000000,
29263,bacterium NLAE-zl-P343   ,1000000,
29264,bacterium NLAE-zl-P347   ,1000000,
29265,Diopisthoporus longitubus,1000000,
29266,Moorella mulderi   ,1000000,
29267,Distromium decumbens,1000000,
29268,Ditangium cerasi,1000000,
29269,Ditylenchus brevicauda,1000000,
29270,bacterium NLAE-zl-C244  ,1000000,
29271,bacterium NLAE-zl-C336   ,1000000,
29272,Rhopilema esculentum,1000000,
29273,bacterium NLAE-zl-G48   ,1000000,
29274,bacterium NLAE-zl-C438   ,1000000,
29275,bacterium NLAE-zl-C516   ,1000000,
29276,bacterium NLAE-zl-C602   ,1000000,
29277,bacterium NLAE-zl-G149   ,1000000,
29278,bacterium NLAE-zl-G167   ,1000000,
29279,bacterium NLAE-zl-G25   ,1000000,
29280,bacterium NLAE-zl-G290   ,1000000,
29281,Rhodosorus marinus,1000000,
29282,bacterium NLAE-zl-C411   ,1000000,
29283,Flavobacteriaceae bacterium CZ1127  ,1000000,
29284,Flavitalea sp. AQ6-291  ,1000000,
29285,Tumidella tumida,1000000,
29286,Tubulipora flabellaris,1000000,
29287,Tubakiella galerita,1000000,
29288,Trypanosomatidae sp. GMO-05,1000000,
29289,Trypanosomatidae sp. G09,1000000,
29290,Trypanosoma vivax,1000000,
29291,Trypanosoma sp. pseudobagri,1000000,
29292,Trypanosoma sp. ex Esox lucius,1000000,
29293,Flavobacterium sp. B3_1  ,1000000,
29294,Flavobacterium sp. ARS150-11  ,1000000,
29295,Rhodoferax ferrireducens   ,1000000,
29296,Flavobacterium sp. 1028  ,1000000,
29297,Flavobacterium saccharophilum   ,1000000,
29298,Wolbachia endosymbiont of Tuberolachnus salignus,1000000,
29299,Linguatula serrata,1000000,
29300,Trioxys cirsii,1000000,
29301,Flavobacterium sp. EP241  ,1000000,
29302,Flavobacterium sp. GENT6  ,1000000,
29303,Flavobacterium sp. KOPRI 25178 ,1000000,
29304,Limulus polyphemus (Atlantic horseshoe,1000000,
29305,Flavobacterium sp. R30-29  ,1000000,
29306,Muscodor vitigenus,1000000,
29307,Flavobacterium sp. WB4.1-56  ,1000000,
29308,Flavobacterium sp. WB4.3-66  ,1000000,
29309,Trogium pulsatorium,1000000,
29310,Trypanosoma chelodinae,1000000,
29311,Trypanosoma cruzi,1000000,
29312,Trypanosoma sp. 610,1000000,
29313,Trypanosoma sp. 910,1000000,
29314,Flavobacterium aquatile   ,1000000,
29315,Flavobacterium sp. Va-sym  ,1000000,
29316,Pseudomonas sp. B8(2014),1000000,
29317,Pseudomonas sp. BAM591  ,1000000,
29318,Pseudomonas sp. BM1  ,1000000,
29319,Pseudomonas sp. BSw21402  ,1000000,
29320,Pseudomonas sp. Egypt-1  ,1000000,
29321,Pseudomonas sp. H-121  ,1000000,
29322,Notospermus sp. MCZ IZ,1000000,
29323,Flavobacteriaceae bacterium KHS1  ,1000000,
29324,Novistrombidium apsheronicum,1000000,
29325,Rhodococcus sp. JH  ,1000000,
29326,Nucleocercomonas sp. HFCC 919 ,1000000,
29327,Nudifila producta   ,1000000,
29328,Firmicutes oral clone FM046,1000000,
29329,Fischerella sp. IAM M-263,1000000,
29330,Rhodococcus sp. G2-9  ,1000000,
29331,Flabellina sp. VV-2003,1000000,
29332,Notothixos leiophyllus,1000000,
29333,Flavobacteriaceae bacterium TJD809  ,1000000,
29334,Rhodococcus sp. TN101  ,1000000,
29335,Flavobacteriaceae bacterium enrichment culture clone,1000000,
29336,Rhodococcus sp. R-43119  ,1000000,
29337,Flavobacteriales endosymbiont of Chionaspis,1000000,
29338,Flavobacteriales endosymbiont of Parlatoria,1000000,
29339,Flavobacteriales endosymbiont of Pinnaspis,1000000,
29340,Pseudomonas sp. Anaero3  ,1000000,
29341,Turbanella sp. JP-2011,1000000,
29342,Rhodococcus sp. KKDK-9  ,1000000,
29343,Tuxedo sp. WCW-2003a ,1000000,
29344,Tylenchida cf. Helionema sp.,1000000,
29345,Tylenchorhynchus teeni,1000000,
29346,Ulianinia mollissima,1000000,
29347,Ulkenia aff. visurgensis BAFCcult 3540,1000000,
29348,Filisoma rizalinum,1000000,
29349,Tunicothrix brachysticha,1000000,
29350,Trichinella britovi  ,1000000,
29351,Triactinomyxon ignotum  ,1000000,
29352,Sphenophorus brunnipennis,1000000,
29353,Treponema sp. canine oral,1000000,
29354,Fructobacillus ficulneus   ,1000000,
29355,Frontonia tchibisovae,1000000,
29356,Frankliniella sp. KY-2004,1000000,
29357,Fragilariophyceae sp. TN-2014,1000000,
29358,Leptothrips sp. TH99,1000000,
29359,Trentepohlia cf. annulata TreFl83,1000000,
29360,Leptotrichia-like sp. oral clone BB002,1000000,
29361,Lethal wilt oil palm phytoplasma,1000000,
29362,Letharia columbiana,1000000,
29363,Trebouxiophyceae sp. CCAP 211/53,1000000,
29364,Trametes sp. CPCC 1400023,1000000,
29365,Trigonostomum setigerum  ,1000000,
29366,Toxorhynchites rutilus,1000000,
29367,Tracheleuglypha dentata,1000000,
29368,Trachelomonas bernardinensis,1000000,
29369,Trachelomonas hispida,1000000,
29370,Sphingobacterium sp. Bac_CS_30  ,1000000,
29371,Trachelomonas sp. Jakeun081409A,1000000,
29372,Trachelomonas sp. Pungcheon093006C,1000000,
29373,Leucoagaricus sp. SymC.cos,1000000,
29374,Fuligo sp. BX-2002,1000000,
29375,Funaria hygrometrica,1000000,
29376,Fusarium oxysporum,1000000,
29377,Fusarium verticillioides,1000000,
29378,Fusobacterium nucleatum subsp. animalis ,1000000,
29379,Sphingobacterium sp. 62  ,1000000,
29380,Leuconostoc carnosum,1000000,
29381,Trachelomonas zorensis,1000000,
29382,Trachelomonas sp. Yeonhwaji091109F,1000000,
29383,Trichoderma viride,1000000,
29384,Sphaerozoum punctatum,1000000,
29385,Trichodina hypsilepis,1000000,
29386,Sphaeromyxa kenti  ,1000000,
29387,Trichodina sp. FT-2011c,1000000,
29388,Trichodorus primitivus  ,1000000,
29389,Flavobacterium sp. YO19  ,1000000,
29390,Trichinella nativa,1000000,
29391,Fluviicola sp. YS 1.2.4 ,1000000,
29392,Fomitiporia mediterranea,1000000,
29393,Fonsecaea monophora,1000000,
29394,Trichophaea woolhopeia,1000000,
29395,Trichormus fertilissimus,1000000,
29396,Trichuris suis (pig whipworm),1000000,
29397,Sphaeromopsis amathitis,1000000,
29398,Trieres sp. TN-2014,1000000,
29399,Sphaeromyxa balbianii  ,1000000,
29400,Trichinella nelsoni,1000000,
29401,Trichinella sp. T8 ,1000000,
29402,Trichobius corynorhini,1000000,
29403,Trichocera saltator,1000000,
29404,Nutomonas longa,1000000,
29405,Nyctotheroides deslierresae,1000000,
29406,Nyctotherus ovalis,1000000,
29407,Trichoderma reesei,1000000,
29408,Pseudomonas sp. ISTDF  ,1000000,
29409,Sphaerularia bombi,1000000,
29410,Pseudomonas sp. L25  ,1000000,
29411,Pseudomonas sp. NP15b  ,1000000,
29412,Pseudomonas sp. NT 2-02 ,1000000,
29413,Pseudomonas sp. QLX20  ,1000000,
29414,Pseudomonas sp. SLI  ,1000000,
29415,Trichoceridae sp. BV-2014,1000000,
29416,Pseudomonas sp. HB02  ,1000000,
29417,Epipogium aphyllum,1000000,
29418,Escherichia sp. 4B  ,1000000,
29419,Erwinia tracheiphila   ,1000000,
29420,Sphaerodorum flavum  ,1000000,
29421,Vibrionaceae bacterium VTS1  ,1000000,
29422,Vibrionaceae bacterium TUN6  ,1000000,
29423,Vibrionaceae bacterium PaD2.04b  ,1000000,
29424,Vibrionaceae bacterium GAS5  ,1000000,
29425,Vibrionaceae bacterium DS7  ,1000000,
29426,Vibrio zhuhaiensis   ,1000000,
29427,Vibrio sp. LS10  ,1000000,
29428,Eucheilota sp. JRH-2014 ,1000000,
29429,Eubacterium sp. cL-10-1-3  ,1000000,
29430,Euastacus eungella,1000000,
29431,Euastacus balanensis,1000000,
29432,Flatbergium sp. BlS-2016,1000000,
29433,Ochrobactrum sp. MVSV6  ,1000000,
29434,Pseudomonas mosselii   ,1000000,
29435,Pseudomonas reactans   ,1000000,
29436,Pseudomonas rhizosphaerae   ,1000000,
29437,Pseudomonas sabulinigri   ,1000000,
29438,Pseudomonas sp. 1001  ,1000000,
29439,Pseudomonas sp. 3040  ,1000000,
29440,Vibrio sp. GAS7  ,1000000,
29441,Pseudomonas sp. 85B  ,1000000,
29442,Eudiagogus rosenschoeldi,1000000,
29443,Eudistoma gilboviride  ,1000000,
29444,Euglena longa,1000000,
29445,Euglena schmitzii,1000000,
29446,Euglena sociabilis,1000000,
29447,Vibrio sp. CSMCRI-1031  ,1000000,
29448,Vibrio sp. ED121  ,1000000,
29449,Pseudomonas sp. 7070  ,1000000,
29450,Ochrobactrum sp. p38(2011),1000000,
29451,Ochrolechia szatalaensis,1000000,
29452,Epicyliosoma sp. GG-2001 ,1000000,
29453,Weissella salipiscis   ,1000000,
29454,Liparochrus sculptilis,1000000,
29455,Weissella viridescens   ,1000000,
29456,Sorites sp. P27_1382x,1000000,
29457,Spathula agelaea,1000000,
29458,Sorites sp. FII74_1334x,1000000,
29459,Wickerhamomyces sp. SN-2013,1000000,
29460,Wilbertia typica,1000000,
29461,Winogradskyella multivorans   ,1000000,
29462,Winogradskyella sp. KLE1078  ,1000000,
29463,Winogradskyella sp. MOLA 326 ,1000000,
29464,Withiidae sp. JA-2011 ,1000000,
29465,Loxosporopsis corallifera,1000000,
29466,Wickerhamiella infanticola,1000000,
29467,Litorimonas sp. HME8110  ,1000000,
29468,Virgibacillus marismortui   ,1000000,
29469,Virgibacillus sp. A14  ,1000000,
29470,Virgisporangium ochraceum   ,1000000,
29471,Weeksella sp. FF8  ,1000000,
29472,Ephelota sp. OOS-2003,1000000,
29473,Epiactis japonica  ,1000000,
29474,Ochrobactrum sp. enrichment culture clone,1000000,
29475,Oedogonium undulatum,1000000,
29476,Oigolaimella sp. RGD884,1000000,
29477,Pseudomonadales bacterium S5A  ,1000000,
29478,Litorimicrobium taeanense   ,1000000,
29479,Lipoptena cervi,1000000,
29480,Pseudomonas indica   ,1000000,
29481,Ochrobactrum sp. X-4  ,1000000,
29482,Ochrobactrum sp. c279  ,1000000,
29483,Epichloe brachyelytri,1000000,
29484,Exiguobacterium profundum  ,1000000,
29485,Exiguobacterium sp. A2 ,1000000,
29486,Exiguobacterium sp. K01-16 ,1000000,
29487,Exochomus nigropictus,1000000,
29488,Exophiala jeanselmei,1000000,
29489,Exophiala mansonii,1000000,
29490,Vahinius sp. New Caledonia-RJH-2004,1000000,
29491,Ochrobactrum grignonense   ,1000000,
29492,Vallisneria natans,1000000,
29493,Vannella sp. ASL3  ,1000000,
29494,Vannella sp. strain 4362V/II ,1000000,
29495,Varicosporium elodeae,1000000,
29496,Mycoplasma insons   ,1000000,
29497,Eurhynchus laevior,1000000,
29498,Euricania ocella,1000000,
29499,Mycoplasma fastidiosum   ,1000000,
29500,Valgoperuvia paradoxa  ,1000000,
29501,Ulkenia sp. EMRG503  ,1000000,
29502,Uncinocarpus reesii,1000000,
29503,Unicauda caudatus  ,1000000,
29504,Urastoma cyprinae  ,1000000,
29505,Fahrenholzia reducta  ,1000000,
29506,Falcicyclidium fangi,1000000,
29507,Falcomonas daucoides,1000000,
29508,Exiguobacterium aurantiacum  ,1000000,
29509,Filenchus andrassyi,1000000,
29510,Filifactor alocis   ,1000000,
29511,Ureibacillus sp. S22-47  ,1000000,
29512,Urocentrum turbo,1000000,
29513,Uroglenopsis americana,1000000,
29514,Uromyces appendiculatus,1000000,
29515,Urosporidium parasite of Stictodora lari,1000000,
29516,Ustilentyloma fluitans,1000000,
29517,Felimida krohni,1000000,
29518,Licmophora remulus,1000000,
29519,Eulimnichus sp. IR-2002,1000000,
29520,Euphilomedes sordida,1000000,
29521,Euphronia guianensis,1000000,
29522,Vespertiliibacter genomosp. 1  ,1000000,
29523,Vibrio aestuarianus   ,1000000,
29524,Vibrio campbellii   ,1000000,
29525,Euryarchaeota archaeon SCGC AAA286-E23,1000000,
29526,Eucocconeis laevis,1000000,
29527,Eucomonympha sp. HsL4,1000000,
29528,Euconnus sp. TJH-2004,1000000,
29529,Ochromonas danica,1000000,
29530,Ochthebius exsculptus,1000000,
29531,Libnetis sp. UPOL 001002,1000000,
29532,Obelia bidentata  ,1000000,
29533,Oceanrickettsia ariakensis   ,1000000,
29534,Vibrio natriegens   ,1000000,
29535,Euteratocephalus palustris,1000000,
29536,Eutrema salsugineum,1000000,
29537,Eutreptia viridis,1000000,
29538,Euplotes balteatus,1000000,
29539,Mycoplasma corogypsi   ,1000000,
29540,Euplotes cristatus,1000000,
29541,Euplotes nobilii,1000000,
29542,Euglenaria clavata,1000000,
29543,Euplotes sp. aAcq1,1000000,
29544,Euprymna scolopes  ,1000000,
29545,Variovorax sp. THG-SQL3  ,1000000,
29546,Mycobacterium sp. VIMS L30 ,1000000,
29547,Verrucomicrobium sp. KLE1210  ,1000000,
29548,Euglena sp. MI32,1000000,
29549,Euglenaformis proxima,1000000,
29550,Euglenaria anabaena,1000000,
29551,Euplotes sp. EdPoA02,1000000,
29552,Phaseoleae environmental sample,10000000,0.001097567390188063
29553,Hastigerina pelagica,10000000,0.0011838934672031285
29554,Remanella sp. 2 WS-2012 ,10000000,0.001805518167217191
29555,Poduridae environmental sample ,10000000,0.0010811313481006227
29556,uncultured bacterium,10000000,0.0012507411771914222
29557,Reticulamoeba minor,10000000,0.0013734791490371855
29558,uncultured bacterium   ,10000000,0.005896682350851249
29559,Burmannia sp. Dessein 1021,10000000,0.0008387677004127879
29560,Sarcocystis sp.,10000000,0.001147763245956605
29561,Cymbella cymbiformis,10000000,0.002392218040686226
29562,Solanum pennellii,10000000,0.0007373324540184179
29563,uncultured proteobacterium   ,10000000,0.0008531420050035821
29564,uncultured organism,10000000,0.003941072924346931
29565,Embryophyta,10000000,0.005474006365270896
29566,Globigerinoides ruber,10000000,0.0022814862904354696
29567,Globorotalia truncatulinoides,10000000,0.0018617587172086822
29568,uncultured eukaryote ,10000000,0.0025552816708861786
29569,Dendrodoa grossularia  ,10000000,0.0025977471153793
29570,Bothrioplana semperi,10000000,0.0036905027195638608
29571,Lepidodasys sp. NP-2005,10000000,0.004174767824347147
29572,Alteromonas stellipolaris,10000000,0.003814004880226631
29573,Melosira varians,10000000,0.001972718317372146
29574,uncultured bacterium ,10000000,0.00537825445208328
29575,Cuscuta gronovii,10000000,0.002989817814290187
29576,Gnetum africanum,10000000,0.00393797360321412
29577,Anticomidae sp. Cr38 ,10000000,0.002733452420771933
29578,marine metagenome,10000000,0.0046410153361661054
29579,Meloidoderita salina,10000000,0.0025667860810694295
29580,Chlamydomonas sp. NIES-3905,10000000,0.0011633016493411516
29581,Oleibacter marinus   ,10000000,0.003306148704348059
29582,Neptunomonas sp. MA_3  ,10000000,0.0058279389342402845
29583,uncultured eukaryote,10000000,0.007326488051356385
29584,Dokdonia eikasta   ,10000000,0.006141614275879711
29585,Lutimonas saemankumensis   ,10000000,0.005740772191170948
29586,uncultured marine eukaryote,10000000,0.005281983249801102
29587,Plasmodium vivax,10000000,0.004543376438287749
29588,Polaribacter sp. Hel_I_88 ,10000000,0.010639361583091747
29589,uncultured Flavobacteriales bacterium  ,10000000,0.006297977390183668
29590,Araucaria luxurians,10000000,0.002994311125941818
29591,Arthurdendyus testaceus,10000000,0.007347105665341395
29592,Serinthea sp.,10000000,0.005640441946294455
29593,uncultured dinoflagellate,10000000,0.003989830066755057
29594,Trichodorus sparsus  ,10000000,0.006946629214876178
29595,uncultured Bacteroidetes bacterium  ,10000000,0.014190014127060892
29596,marine metagenome ,10000000,0.009291213764989942
29597,Octadecabacter sp. LPB0143  ,10000000,0.03903499771998218
29598,Convoluta niphoni,10000000,0.004066707669475498
29599,marine bacterium IVA010  ,10000000,0.00419616138323777
29600,uncultured Pseudoalteromonas sp.  ,10000000,0.003893600573999749
29601,Piskurozyma taiwanensis,10000000,0.002284361065956458
29602,unidentified    ,10000000,0.007940053908568992
29603,uncultured stramenopile,10000000,0.010241873470104459
29604,uncultured Micrococcineae bacterium ,10000000,0.0056051688128844045
29605,Oxystomina sp. TCR68 ,10000000,0.017942921846535065
29606,Yamadazyma sp. 14Y124,10000000,0.007075705457363759
29607,Erythrobacter sp. REDSEA-S41_B1  ,10000000,0.005595676600955583
29608,uncultured Rickettsia sp.  ,10000000,0.010214563839980921
29609,Eutreptiella pomquetensis,10000000,0.009633926498821303
29610,Chaetoceros calcitrans,10000000,0.0080641996499176
29611,uncultured archaeon   ,10000000,0.017079774651090285
29612,Halovibrio sp. HB29  ,10000000,0.01624286956967076
29613,uncultured archaeon,10000000,0.01276824194394172
29614,Klebsormidium crenulatum,10000000,0.0066868721433241485
29615,Pentapharsodinium tyrrhenicum,10000000,0.008103921804349563
29616,uncultured marine bacterium,10000000,0.004775522942330149
29617,Candida albicans,10000000,0.005856240204361714
29618,uncultured eukaryote   ,10000000,0.010640515698340559
29619,uncultured ciliate,10000000,0.011980369865211409
29620,Sulfitobacter sp. DFL-23  ,10000000,0.016150353612307797
29621,uncultured Streptomyces sp.  ,10000000,0.018434875867789028
29622,Neurospora crassa,10000000,0.006614439472137134
29623,Cosmarium protractum,10000000,0.006599633350226845
29624,uncultured organism   ,10000000,0.025701396092390527
29625,Streptococcus caballi   ,10000000,0.005796347093409598
29626,Xylariaceae sp.,10000000,0.01018976389574897
29627,Glaciecola sp. ANT9183b  ,10000000,0.004301403035901983
29628,Oceanococcus atlanticus   ,10000000,0.016835054088129534
29629,Candidatus Collierbacteria bacterium GW2011_GWA2_42_17,10000000,0.008568116736210158
29630,uncultured Gammaproteobacteria bacterium,10000000,0.013599082619967328
29631,Telamona unicolor,10000000,0.014502543020413426
29632,uncultured Novosphingobium sp.  ,10000000,0.011127662231516339
29633,uncultured marine bacterium  ,10000000,0.05328800072346678
29634,uncultured Methanomassiliicoccales archaeon,10000000,0.007920999243555094
29635,Cymbella cistula,10000000,0.015612288385014115
29636,Ctenophora dorsalis,10000000,0.019389564324809105
29637,Verrucaria hochstetteri,10000000,0.004774204057292542
29638,uncultured bacterium  ,10000000,0.009910374701114532
29639,uncultured Chytridiomycota,10000000,0.003301847235800958
29640,Dimeregramma sp. SZCZP43,10000000,0.01158168810502049
29641,Eutreptiella gymnastica,10000000,0.014183816701591174
29642,uncultured Actinomycetales bacterium,10000000,0.02772869514234292
29643,uncultured Hartmannellidae,10000000,0.009809157278511524
29644,Loktanella sp. PAMC 27126 ,10000000,0.0183304117867271
29645,Sorites sp. 1368,10000000,0.016701007737288928
29646,uncultured marine,10000000,0.010791920707411987
29647,Archigregarinorida,10000000,0.01057719010532757
29648,Echinococcus multilocularis  ,10000000,0.006810204406006477
29649,uncultured crenarchaeote,10000000,0.016271698252751914
29650,Pseudorhodobacter ferrugineus,10000000,0.024535980659735366
29651,Globorotalia hirsuta,10000000,0.012313500051124821
29652,uncultured rumen bacterium ,10000000,0.09089585601971274
29653,Brunetorhynchus microstylis  ,10000000,0.008214551805031521
29654,Ulnaria acus,10000000,0.006860223136746257
29655,uncultured gamma,10000000,0.010139891098289871
29656,Meloidogyne incognita,10000000,0.0042967569723296965
29657,Polaribacter gangjinensis  ,10000000,0.008989460781606342
29658,uncultured planctomycete   ,10000000,0.03422439823371158
29659,wallaby gut metagenome  ,10000000,0.015855358062277572
29660,Ramicandelaber sp. KYK00187,10000000,0.008754222842439324
29661,uncultured marine microorganism  ,10000000,0.015961762881264625
29662,Haptophyta environmental samples,10000000,0.014269358042082047
29663,Loxodes vorax,10000000,0.013609149060512731
29664,uncultured gamma proteobacterium ,10000000,0.03116675000081169
29665,Sinorsillus piliferus,10000000,0.008251729530118818
29666,unidentified archaeon   ,10000000,0.02540827824129877
29667,Methylobacterium sp. MNW 60 ,10000000,0.013929661479897009
29668,uncultured marine bacterium ,10000000,0.014970328187278897
29669,Endogone pisiformis,10000000,0.01682171184207108
29670,marine bacterium IIA005  ,10000000,0.007498498197046162
29671,Nolandia orientalis,10000000,0.02183827051805212
29672,uncultured Flavobacterium sp.  ,10000000,0.014888077331314722
29673,Lewinella cohaerens,10000000,0.019672609134425714
29674,Cryomorphaceae bacterium,10000000,0.02223187100467036
29675,Placus salinus,10000000,0.013216392615143315
29676,uncultured Tubiluchidae sp. ,10000000,0.011293471060833971
29677,Vibrio sp. hMe-34  ,10000000,0.012572866408751063
29678,Cryptomonas curvata,10000000,0.029506696343882
29679,uncultured delta proteobacterium  ,10000000,0.027141041928809725
29680,Jatropha curcas,10000000,0.011176302185947727
29681,unidentified,10000000,0.013607699966810459
29682,Algoriphagus yeomjeoni   ,10000000,0.018575250249602285
29683,uncultured Peredibacter,10000000,0.022628613679925726
29684,Glaciecola sp.,10000000,0.011838468873955515
29685,Borya septentrionalis,10000000,0.08985753866017539
29686,uncultured Pseudomonadota bacterium,10000000,0.015574082878330031
29687,Conidiobolus osmodes  ,10000000,0.005216487351089812
29688,Diplonema sp. ATCC 50225,10000000,0.01574078997408529
29689,Trypanosoma binneyi,10000000,0.017354696554345923
