,Order,read count,relative error
5547,Puniceispirillales,10000000,0.031565993387631025
5548,Methylococcales,10000000,0.14132952626339396
5549,Florideophycidae,10000000,0.03945869405030026
5550,Legionellales,10000000,0.06041039057878886
5551,Sva0485,10000000,0.030634319618061342
5552,Hymenoptera,10000000,0.07727706752354031
5553,Acidobacteriales,10000000,0.09566638386725519
5554,Cyanobacteriales,10000000,0.03982520232320216
5555,Bivalvulida,10000000,0.15888534001593982
5556,Exobasidiomycetes,10000000,0.039027030530365686
5557,KD4-96,10000000,0.053612611344715684
5558,Poales,10000000,0.018209979939835506
5559,Selenomonadales,10000000,0.05685901074625439
5560,Micavibrionales,10000000,0.02840437416454879
5561,Sordariomycetes,10000000,0.030405776687608483
5562,Acanthopleuribacterales,10000000,0.16505848280099283
5563,Methanomicrobiales,10000000,0.014819248121472546
5564,Micromonosporales,10000000,0.16244719286675288
5565,Santalales,10000000,0.03912435253088218
5566,Pedosphaerales,10000000,0.042328517095480134
5567,Entodiniomorphida,10000000,0.04129095192812588
5568,Enterogona,10000000,
5569,MSBL9,10000000,0.13988884396760914
5570,Caldisericales,10000000,0.027660665831090763
5571,Oscillatoriales,10000000,0.045140674961663275
5572,P.palmC41,10000000,0.025480014262893192
5573,Boletales,10000000,0.032724655387220705
5574,Pleurocapsales,10000000,0.04123324503528151
5575,Monhysterida,10000000,0.1700416898766813
5576,Entorrhizales,10000000,0.050491329640137805
5577,Absconditabacteriales (SR1),10000000,0.038179520722262564
5578,Victivallales,10000000,0.05090068862049727
5579,Lachnospirales,10000000,0.034554807725849
5580,uncultured archaeon,10000000,0.2364158691863771
5581,Sva0071,10000000,0.05194800748305752
5582,Polyporales,10000000,0.022408976297584357
5583,Thraustochytrida,10000000,0.2137561599497688
5584,Leptolyngbyales,10000000,0.05544720475917129
5585,Oligoflexales,10000000,0.03305529433390081
5586,Candidatus Saccharimonadales,10000000,0.6321371614159244
5587,Marinilabiliales,10000000,0.031356155832642146
5588,Candidatus Kaiserbacteria,10000000,0.04867851903570444
5589,uncultured marine,10000000,0.03962626237986632
5590,Hydrogenedentiales,10000000,0.058403465407259186
5591,Desulfurellales,10000000,0.04195865712961971
5592,Harpellales,10000000,0.08898506102625904
5593,Hypocreales,10000000,0.04938753102508771
5594,Chelicerata,10000000,0.1127358498644369
5595,Entomoplasmatales,10000000,0.12171938928165761
5596,Chlorophyta symbiont of Baikalospongia sp.,10000000,0.049123489799924515
5597,Stolidobranchia,10000000,0.26934770513319245
5598,Eugregarinorida,10000000,0.027129934473483733
5599,Cymatosirales,10000000,0.10814427461314645
5600,Pasteurellales,10000000,0.03790119473545245
5601,Galaxiiformes,10000000,0.0658182941815393
5602,Myriapoda,10000000,0.2051735581545107
5603,Thalassiosirales,10000000,0.24192768530052675
5604,Bacteroidetes VC2.1 Bac22,10000000,0.09172835939366408
5605,uncultured Verrucomicrobia bacterium  ,10000000,0.05345170914980356
5606,Polymorphida,10000000,0.05767333931839628
5607,Eucarida,10000000,0.06131705210823357
5608,ML310M-34,10000000,0.033709937200950356
5609,Pseudoscourfieldia marina   ,10000000,0.026222596391250755
5610,S-70,10000000,0.04332748738249297
5611,Thiomicrospirales,10000000,0.023248518760178114
5612,Deinococcales,10000000,0.08294842269874021
5613,Rhizosoleniales,10000000,0.044634891860615006
5614,Pla4 lineage,10000000,0.04677999553754845
5615,Chroococcales,10000000,0.035481953076165945
5616,Kitasatosporales,10000000,0.04689991409180702
5617,Bifidobacteriales,10000000,0.14291153836376835
5618,Amphidiniales,10000000,0.0688095723140288
5619,Kickxellales,10000000,0.24981113264852836
5620,Fragilariales,10000000,0.31412264503522713
5621,Tepidisphaerales,10000000,0.05933247052997633
5622,Plecoptera,10000000,0.038687185524104384
5623,BD2-11 terrestrial group,10000000,0.04950735745053208
5624,Balneolales,10000000,0.18701693050151205
5625,Malvales,10000000,0.047695843974519335
5626,Maricaulales,10000000,0.02936717581744807
5627,Alphaproteobacteria uncultured,10000000,0.03975611641585431
5628,Pucciniales,10000000,0.05815909536075985
5629,Sericytochromatia,10000000,0.04677736171206059
5630,BD7-11,10000000,0.06121718938439703
5631,Dothideomycetes,10000000,0.04738467645725269
5632,Ktedonobacterales,10000000,0.02853458430993433
5633,SS1-B-02-17,10000000,0.09342106695066163
5634,Dysteriida,10000000,0.09918417212438682
5635,Gracilibacteria,10000000,0.07050116453778214
5636,Bivalvia,10000000,0.10977602242227459
5637,uncultured crenarchaeote  ,10000000,0.030276294739662216
5638,Thiohalorhabdales,10000000,0.05831113864775995
5639,Lecanorales,10000000,0.04076377868573068
5640,Mucoromycotina sp. WR266-C,10000000,0.41836558323584716
5641,Kiritimatiellales,10000000,0.04012009357274033
5642,Stephanodiscales,10000000,0.43145356377205335
5643,Poecilosclerida,10000000,0.05633029954271101
5644,Anura,10000000,0.028356308904095105
5645,Zingiberales,10000000,0.07612722277651236
5646,Orthoptera,10000000,0.0867532487193617
5647,Haliangiales,10000000,0.04681865713404819
5648,Granulosicoccales,10000000,0.05925763390416316
5649,SubsectionIII,10000000,0.0843885581443005
5650,Clitellata,10000000,0.9518146561185802
5651,Thalassiophysales,10000000,0.7461448706523477
5652,Chlorodendrales,10000000,0.10566273608388028
5653,SAR324 clade(Marine group B),10000000,0.034704363082242964
5654,Blastocladiales,10000000,0.03450872781095451
5655,uncultured rumen bacterium  ,10000000,0.09495896222582832
5656,Cantharellales,10000000,0.0760072533622987
5657,Neisseriales,10000000,0.037985317239259825
5658,Fibrobacterales,10000000,0.09455366375897545
5659,Actiniaria,10000000,0.08556245621609804
5660,NB1-j,10000000,0.02966846388381455
5661,uncultured rhizosphere zygomycete  ,10000000,0.034432407069732295
5662,Nostocales,10000000,0.1175253880047137
5663,Euplotida,10000000,0.15795993425691787
5664,Thermoanaerobacterales,10000000,0.08161934509670053
5665,Peptostreptococcales,10000000,0.06892571568874105
5666,Bacillariales,10000000,0.11058526594338196
5667,Sneathiellales,10000000,0.06979525873062105
5668,Sapindales,10000000,0.034869498020040225
5669,Candidatus Campbellbacteria,10000000,0.11364755826058297
5670,Dasycladales,10000000,0.021757283189721265
5671,Dinophysales,10000000,0.28619320779059915
5672,Sporidiobolales,10000000,0.3773092254613926
5673,Rosales,10000000,0.042121974368470004
5674,Geodermatophilales,10000000,0.0441988950276243
5675,Siphonostomatoida,10000000,0.16685518235487362
5676,Anthoathecata,10000000,0.35709131368522923
5677,Bryales,10000000,0.056428860705026965
5678,1/21/4136,10000000,0.08855714762375404
5679,Caryophyllales,10000000,0.7992725743097072
5680,Latescibacterota,10000000,0.07160390791876693
5681,Dacrymycetales,10000000,0.2844600936772254
5682,Holosporales,10000000,0.07532257856608714
5683,Pholidota,10000000,0.09992981373783241
5684,possible order 07,10000000,0.07126099873771664
5685,uncultured crenarchaeote ,10000000,0.12774746636532297
5686,Parvularculales,10000000,0.06184231659796661
5687,Chlorosarcinales,10000000,0.05993273178206614
5688,Chaetonotida,10000000,0.31244145425428005
5689,SHA-43,10000000,0.6078264991871286
5690,Acetobacterales,10000000,0.10182016960688835
5691,Chaetosphaeriales,10000000,0.07030496186865554
5692,Euglyphida,10000000,0.0680713145587971
5693,uncultured Parcubacteria group bacterium,10000000,0.17897603418184746
5694,Chlorellales,10000000,0.3239786919175938
5695,Desmodorida,10000000,0.11853226443480176
5696,Gastropoda,10000000,0.19612244327472722
5697,Myxozoa,10000000,0.2820243536153168
5698,Tremellomycetes,10000000,0.030372350198616595
5699,Phylactolaemata,10000000,0.17677669529663687
5700,Macrostomida,10000000,0.5388356370609414
5701,Rubrobacterales,10000000,0.05565740248629808
5702,Ploima,10000000,0.10448915782709296
5703,uncultured archaeon   ,10000000,0.14936301681541178
5704,Nitrococcales,10000000,0.04201305728650307
5705,Nannocystales,10000000,0.042344760197167715
5706,Thermales,10000000,0.047948388213152664
5707,Subgroup 22,10000000,0.12695422997132091
5708,Synchytriales,10000000,0.17606019402040046
5709,Aquificales,10000000,0.2895485823439464
5710,Thaumatomonadida,10000000,0.07493764984172538
5711,Streptosporangiales,10000000,0.0360617171261437
5712,Calditrichales,10000000,0.3147389509065866
5713,PAUC43f marine benthic group,10000000,0.03420440225304677
5714,Gymnodiniales,10000000,0.7415996325916735
5715,Gymnodiniphycidae,10000000,0.21604804775528444
5716,Cypriniformes,10000000,0.06011018665693918
5717,Marinimicrobia (SAR406 clade),10000000,0.08098544298396249
5718,Gracilariales,10000000,0.34210526315789475
5719,Capsasporidae,10000000,0.06222629642064813
5720,Agaricomycetes,10000000,0.07064159831786465
5721,UBA10353 marine group,10000000,0.08071300023025144
5722,Terriglobales,10000000,0.12295528917841374
5723,EC3,10000000,0.03941677061817896
5724,Woesearchaeales,10000000,0.22067756264533037
5725,uncultured bacterium,10000000,0.16109486985446067
5726,Sphaeropleales,10000000,0.15182259333299772
5727,Desulfatiglandales,10000000,0.061033546377150825
5728,Gloeophyllales,10000000,0.21706052944286403
5729,Brassicales,10000000,0.14130422906893098
5730,Saccharomycetes,10000000,0.07519760373803286
5731,Chlorophyta symbiont of Lubomirskia sp.,10000000,0.03521448553597918
5732,Subgroup 10,10000000,0.14688746622627472
5733,uncultured marine bacterium,10000000,0.15407776014853214
5734,MAST-3,10000000,0.6843782737008782
5735,EPR3968-O8a-Bc78,10000000,0.17709022204955907
5736,MBAE14,10000000,0.06890087491633012
5737,WCHB1-41,10000000,0.09917317711957123
5738,Ignavibacteriales,10000000,0.11107191168698993
5739,Trechisporales,10000000,0.11521457004123857
5740,uncultured Acidobacteria bacterium ,10000000,0.12980616561461114
5741,Candidatus Poseidoniales,10000000,0.028931878117892225
5742,Pinophyta,10000000,0.15177361546824775
5743,Araneae,10000000,0.15527880558742865
5744,Harpacticoida,10000000,0.556727040631385
5745,pItb-vmat-80,10000000,0.09491579957524993
5746,RCP2-54,10000000,0.21691508521772143
5747,Subgroup 26,10000000,0.08162385883415145
5748,SubsectionIV,10000000,0.11810201344953179
5749,Abeoformidae,10000000,0.09721736399367681
5750,PAUC26f,10000000,0.052717933559023426
5751,Phoroniformea,10000000,0.2252498256071897
5752,Dacrymycetes,10000000,0.08509187305348295
5753,uncultured sponge,10000000,0.0680301343049808
5754,Pedinellales,10000000,0.3966264090772701
5755,Desulfurococcales,10000000,0.04346220940611235
5756,Bacteroidia Draconibacteriaceae,10000000,0.1368293218342087
5757,CCM11a,10000000,0.026193006715203946
5758,aaa34a10,10000000,0.16089020971802184
5759,Sporichthyales,10000000,0.11218086566887676
5760,Marsupiomonadales,10000000,0.09337565078481236
5761,Hymenochaetales,10000000,0.06393274557841089
5762,X35,10000000,0.046467664326488516
5763,JG30-KF-CM66,10000000,0.09622175865880432
5764,Prasiolales,10000000,0.06851705019774602
5765,Subgroup 21,10000000,0.08035049743352071
5766,Petrotogales,10000000,0.11871817601948785
5767,uncultured Bacteroidetes bacterium ,10000000,0.07259130209202644
5768,Heterotrichida,10000000,0.5656132352730969
5769,SBR1031,10000000,0.05708014137605868
5770,Tubulaniformes,10000000,0.038535965813211774
5771,Anthozoa,10000000,0.0789458427157147
5772,Psocoptera,10000000,0.040404829209082636
5773,Protosteliida,10000000,0.07907690033853511
5774,Diaporthales,10000000,0.07178636883668475
5775,Spirulinales,10000000,0.08187054225334803
5776,MAST-12,10000000,0.35189712071008344
5777,Neogastropoda,10000000,0.05094267081084933
5778,Thermoproteales,10000000,0.07241949919964258
5779,Stemonitida,10000000,0.053271207224355306
5780,Caedibacterales,10000000,0.09364208684489532
5781,H67,10000000,0.15854423407267634
5782,uncultured archaeon  ,10000000,0.13154248142618408
5783,Synergistales,10000000,0.0490442099660601
5784,Deferrisomatales,10000000,0.20327890704543541
5785,Nevskiales,10000000,0.047449718355433254
5786,Myzostomida,10000000,0.0905231707600018
5787,Jakobida,10000000,0.09283848222637245
5788,uncultured marine archaeon,10000000,0.1220658769326808
5789,uncultured prokaryote ,10000000,0.05563070487685757
5790,Vicinamibacterales,10000000,0.48090916968758574
5791,KCLunmb-38-53,10000000,
5792,uncultured Chloroflexi bacterium  ,10000000,0.057833642387148096
5793,Arecales,10000000,0.1307493014076714
5794,Dadabacteriales,10000000,0.15785553792660761
5795,Chlorobiales,10000000,0.06487795542640562
5796,Rhizophydiales,10000000,0.12322143173024849
5797,Plasmodiophorida,10000000,0.2204624730202284
5798,Omnitrophales,10000000,0.06648253207575153
5799,Mecoptera,10000000,0.09418196195074678
5800,Chitonida,10000000,0.9375369815191167
5801,Nitrosococcales,10000000,0.09765533057963424
5802,Diplorickettsiales,10000000,0.13442975212522776
5803,Subgroup 17,10000000,0.10865200155999825
5804,PLTA13,10000000,0.09775631682440226
5805,Verrucomicrobia bacterium SCGC,10000000,0.11062039544194376
5806,Phthiraptera,10000000,0.14307418964175206
5807,Amphitremida,10000000,0.11914980444917653
5808,Sulfolobales,10000000,0.17677669529663692
5809,Ophiostomatales,10000000,0.08640074806054972
5810,Halanaerobiales,10000000,0.13386863209378128
5811,Longimicrobiales,10000000,0.1438221157562799
5812,Polycladida,10000000,0.4440481875964338
5813,Chloroflexales,10000000,0.08365695601247994
5814,Gromiida,10000000,0.051680825694046445
5815,Pseudanabaenales,10000000,0.07466663462968147
5816,Leptocylindrales,10000000,0.0978075995544939
5817,Helotiales,10000000,0.5574461846838002
5818,Cupressales,10000000,0.3390953599952046
5819,Mariprofundales,10000000,0.016151737963978275
5820,vadinHA49,10000000,0.1105138953170204
5821,Ardenticatenales,10000000,0.17455582603095834
5822,Rs-M47,10000000,0.25206515851224354
5823,uncultured Banisveld eukaryote  ,10000000,0.15743927634058666
5824,Flosculariaceae,10000000,0.6167498523553778
5825,uncultured organism  ,10000000,0.1580466895091475
5826,Nitrospinales,10000000,0.13589852516716597
5827,Pseudoamphisiellida,10000000,0.22566144946579947
5828,Glomerellales,10000000,0.37079257354494227
5829,Ustilaginales,10000000,0.26129162552891555
5830,Blastodiniales,10000000,0.06254416857633553
5831,Proteales,10000000,0.3057405080954726
5832,UASB-TL25,10000000,0.3149183286488868
5833,Mollicutes RF9,10000000,0.06971475307473006
5834,Chattonellales,10000000,0.07246214056824188
5835,Trueperales,10000000,0.15857234878388626
5836,Watanabeales,10000000,0.23485575213143856
5837,Desulfarculales,10000000,0.19377682668196874
5838,Orbales,10000000,0.08209725991426983
5839,Lepetellida,10000000,0.09441811489274958
5840,Euzebyales,10000000,0.1824714606127826
5841,Limnochordia,10000000,0.0
5842,Ericales,10000000,0.2814812972358882
5843,Fimbriimonadales,10000000,0.19078780828543646
5844,Isochrysidales,10000000,0.055088051318534226
5845,Arguloida,10000000,0.18663598073203716
5846,Saccharimonadales,10000000,0.1399507996007024
5847,Pla3 lineage,10000000,0.15161920623375208
5848,EM3,10000000,0.13010234177789712
5849,Pleuronematida,10000000,0.12388942206856442
5850,Monoblepharidales,10000000,0.08585333022941563
5851,AT-s3-28,10000000,0.14029199551709404
5852,unidentified eubacterium clone BSV85 ,10000000,0.061028919597984024
5853,Defferrisomatales,10000000,0.17068094718295973
5854,Priapulimorphida,10000000,0.14689938961867666
5855,uncultured phototrophic eukaryote  ,10000000,0.2747544294962673
5856,Dipodascales,10000000,0.6094961573997445
5857,Plagiopylida,10000000,
5858,AT-s16,10000000,0.25248762345905196
5859,Corticiales,10000000,0.6325598320416798
5860,Holophagales,10000000,0.14247118547822238
5861,Isopoda,10000000,0.13159880003288793
5862,Teuthida,10000000,0.20746346175402308
5863,Latescibacterales,10000000,0.1480028358164877
5864,Biddulphiales,10000000,0.09860770865771015
5865,Trichonosema,10000000,0.05250260729648832
5866,Cheilostomatida,10000000,0.19392798835429922
5867,Parabasalia,10000000,0.30227642814190125
5868,Bryopsidales,10000000,0.14224854184572927
5869,Myrtales,10000000,0.30104329535990165
5870,Candidatus Giovannonibacteria bacterium GW2011_GWB1_43_13,10000000,0.08958464210197851
5871,Aphelidium aff. melosirae P-1,10000000,0.29462782549439487
5872,Candidatus Pelagibacterales,10000000,0.08291113819685929
5873,Sporadotrichida,10000000,0.2213978231839869
5874,Liliales,10000000,0.15847288693066763
5875,Onygenales,10000000,0.3259045593559869
5876,Kineosporiales,10000000,0.22055941912959712
5877,Acidaminococcales,10000000,0.17036903368537631
5878,Pyrenomonadales,10000000,0.6346198444256022
5879,Ctenostomatida,10000000,0.1764377176207902
5880,uncultured euryarchaeote,10000000,0.7995877752823208
5881,Phaffomycetales,10000000,0.30764347222368743
5882,Nudibranchia,10000000,0.15900803085138907
5883,Crocodylia,10000000,0.21447875470585476
5884,Candidatus Curtissbacteria bacterium GW2011_GWA1_40_47,10000000,0.3562522714374972
5885,uncultured Thermomicrobia bacterium  ,10000000,0.1331526084590777
5886,Ichthyophonida,10000000,0.14511240476805137
5887,Thalassobaculales,10000000,0.05429002451006249
5888,Leptomyxida,10000000,0.062499999999999986
5889,uncultured eukaryote  ,10000000,0.8375900509351848
5890,Batrachospermales,10000000,0.10938148164493984
5891,Oligosphaerales,10000000,0.1626662681330013
5892,Thermomicrobiales,10000000,0.1436558659313813
5893,Leotiomycetes,10000000,0.38801541382627075
5894,Geraniales,10000000,0.20693772848906591
5895,uncultured Verrucomicrobia subdivision 5 bacterium,10000000,0.2112560452419701
5896,Entomobryomorpha,10000000,0.14426245016127676
5897,Desertifilales,10000000,0.1812382413072956
5898,uncultured diatom   ,10000000,0.4232467738840186
5899,Parachela,10000000,0.13982653573805184
5900,Scleractinia,10000000,0.5986938769415584
5901,Cardiobacteriales,10000000,0.11532594656285566
5902,Deferribacterales,10000000,0.15002308224988656
5903,S-BQ2-57 soil group,10000000,0.14142135623730956
5904,Cristamonadida,10000000,0.16130019618859912
5905,Cladosporiales,10000000,0.3578242507774515
5906,Bryobacterales,10000000,0.1736307753958078
5907,Abditibacteriales,10000000,0.05534476482907211
5908,Wallemiales,10000000,0.28003708322772786
5909,JG30-KF-CM45,10000000,0.16668766139707264
5910,JG30-KF-AS9,10000000,0.30910175569155723
5911,uncultured euryarchaeote   ,10000000,0.1407187476066279
5912,uncultured freshwater eukaryote  ,10000000,0.3045873232752801
5913,Dicranales,10000000,0.7991694907840265
5914,Fornicata,10000000,0.14346322111102133
5915,Pirsoniales,10000000,
5916,Suessiales,10000000,0.09635025642716395
5917,Galdieriales,10000000,0.1608161338769399
5918,Dermaptera,10000000,0.06338333534349057
5919,Umbelopsidales,10000000,0.23043564380863477
5920,Charales,10000000,0.184877493221863
5921,Mucorales,10000000,0.2676374799324072
5922,Thysanoptera,10000000,0.31868241660775426
5923,Trichoptera,10000000,0.16718265252334877
5924,Urocystidales,10000000,0.25715445193341174
5925,Nitriliruptorales,10000000,0.19598669163287719
5926,Seguenziida,10000000,0.22136277756194886
5927,Ascoideales,10000000,0.11313708498984756
5928,AKYG1722,10000000,0.20810957977511704
5929,Thermotogales,10000000,0.20065144494901532
5930,Picea glauca (white spruce) ,10000000,0.2006514449490153
5931,Endogenida,10000000,0.2871248225530283
5932,unidentified archaeon ,10000000,0.4880880743384878
5933,Coelacanthiformes,10000000,0.23311272460944948
5934,Prorocentrales,10000000,0.19191482633596682
5935,Thermogemmatisporales,10000000,0.09622504486493763
5936,Saccharomycodales,10000000,0.41013397389537226
5937,WPS-2,10000000,0.1308052776502425
5938,uncultured sediment,10000000,0.1909970035678592
5939,Peronosporales,10000000,0.24556525531878948
5940,Exobasidiales,10000000,0.4044348956845276
5941,Chromulinales,10000000,0.23372398933087477
5942,Acidiferrobacterales,10000000,0.06557887237201039
5943,Kapabacteriales,10000000,0.19254496283878303
5944,Zoraptera,10000000,0.19436106862696662
5945,uncultured freshwater cryptophyte  ,10000000,0.20191885473822374
5946,Acidobacteriae,10000000,0.12856486930664499
5947,Oegopsida,10000000,0.2135415650406262
5948,Neobodonida,10000000,0.23832750575625972
5949,Lulworthiales,10000000,0.09870159490813364
5950,Kallotenuales,10000000,0.15987311712807412
5951,Trentepohliales,10000000,0.16813149839877914
5952,Noctilucales,10000000,0.10647942749999001
5953,Venturiales,10000000,0.08864232286484489
5954,Tremellales,10000000,0.6226717170445809
5955,RM2-SGM51,10000000,0.09459637380417849
5956,Boraginales,10000000,0.2825970826302196
5957,uncultured anaerobic bacterium ,10000000,0.1741516528372357
5958,Mamiellales,10000000,0.18985482827828404
5959,MAST-12C,10000000,0.1572637234018859
5960,Taphrinales,10000000,0.13733700902029006
5961,MAST-1,10000000,0.45669861564125946
5962,Obscuribacterales,10000000,0.181353766802194
5963,Cyathomonadacea,10000000,0.1541822921029449
5964,Littorinimorpha,10000000,0.8162413858657254
5965,uncultured Chytridiomycota   ,10000000,0.06373774391990983
5966,Pneumocystales,10000000,0.18606716866133127
5967,mle1-8,10000000,0.29220042986278266
5968,Cycloneritida,10000000,0.25660011963983376
5969,Tsukubamonadida,10000000,0.435688398015473
5970,C86,10000000,0.2774128683064957
5971,Glomerales,10000000,0.24275039948440372
5972,Sumerlaeales,10000000,0.24686239706342522
5973,Neocallimastigales,10000000,0.2969791162490424
5974,Vestibuliferida,10000000,
5975,Camarodonta,10000000,0.07692307692307693
5976,Sh765B-AG-111,10000000,0.26170370109780033
5977,Tissierellales,10000000,0.21114359724058107
5978,GIF9,10000000,0.15868454595191975
5979,uncultured Verrucomicrobia bacterium,10000000,0.2902024289029975
5980,Neuroptera,10000000,0.3509984249333902
5981,S15A-MN16,10000000,0.15407776014853217
5982,Nitrosopumilales,10000000,0.11917495030648116
5983,Eubodonida,10000000,0.16517186816085247
5984,Septobasidiales,10000000,0.22378524844586403
5985,Hemiaulales,10000000,0.1358936339916999
5986,Cyanophora paradoxa   ,10000000,0.411632289183218
5987,Peronosporomycetes,10000000,0.22474942690300662
5988,Gastranaerophilales,10000000,0.32661756727166996
5989,062DZ93 hypersaline microbial mat group,10000000,0.29322982080724824
5990,Subgroup 7,10000000,0.1265485793531009
5991,Eustigmatales,10000000,0.18839238241153092
5992,Isosphaerales,10000000,0.10822664048726169
5993,Homosclerophorida,10000000,0.3535533905932739
5994,unidentified archaeon,10000000,0.3688555567816588
5995,Chaetothyriales,10000000,0.44962299496692737
5996,Parvibaculales,10000000,0.06868526657223722
5997,WWE3,10000000,0.1631784879661264
5998,Celastrales,10000000,0.47153811992104583
5999,uncultured proteobacterium  ,10000000,0.10206207261596581
6000,Pleurobranchida,10000000,0.2193589678905896
6001,uncultured marine group,10000000,0.14258076362112415
6002,Mysida,10000000,0.19709829178740848
6003,Podocopida,10000000,0.34809979802889157
6004,028H05-P-BN-P5,10000000,0.12069862537980454
6005,SZB50,10000000,0.04561979233461593
6006,Dilleniales,10000000,0.25573098231364355
6007,Armatimonadales,10000000,0.19562680522007284
6008,Tenderiales,10000000,0.19553301047910576
6009,Pezizales,10000000,0.12139984066017454
6010,Artiodactyla,10000000,0.3884629952188031
6011,Microascales,10000000,0.529150262212918
6012,Heteronemertea,10000000,
6013,Actinopolysporales,10000000,0.5071336179505788
6014,Cucurbitales,10000000,0.8214282566869392
6015,Acidilobales,10000000,0.37309953014362096
6016,Heterobranchia,10000000,0.09123280382981344
6017,Teloschistales,10000000,0.4694564939113105
6018,Gomphales,10000000,0.3994317217980854
6019,Chroococcidiopsidales,10000000,0.4396305109608497
6020,Tetraphidales,10000000,0.7551903733496607
6021,Pucciniomycetes,10000000,0.2390250279550651
6022,070125-BRIC7-5,10000000,0.3315926773975924
6023,Chlamydodontida,10000000,0.24845199749997668
6024,Solemyida,10000000,
6025,Pirsonia,10000000,0.241642304781691
6026,Poecilostomatoida,10000000,1.3074804633260693
6027,Bangiales,10000000,0.51958677254255
6028,uncultured microorganism  ,10000000,0.0
6029,D8A-2,10000000,0.11785113019775792
6030,Amphipoda,10000000,0.5892556509887896
6031,Sebdeniales,10000000,0.6716887087684908
6032,Mesoaciditogales,10000000,0.5144592961031406
6033,FS117-23B-02,10000000,0.544569667213461
6034,Monogononta,10000000,0.38490017945975047
6035,Peptostreptococcales-Tissierellales,10000000,0.11342409677864516
6036,Gelidiales,10000000,0.3609923831410728
6037,Limnochordales,10000000,0.16563466499998442
6038,uncultured Nitrosopumilales,10000000,0.282842712474619
6039,Surirellales,10000000,0.4242640687119285
6040,OLI11255,10000000,0.2
6041,Laurales,10000000,0.5590169943749475
6042,Francisellales,10000000,0.23752703991972804
6043,Cystobasidiales,10000000,0.36336026107429065
6044,Thelebolales,10000000,0.42377366716560716
6045,Anaeroplasmatales,10000000,0.1107316072631664
6046,Capilloventrida,10000000,0.3104382097715546
6047,Gossypium hirsutum (upland cotton) ,10000000,0.5
6048,Blfdi19,10000000,0.13819269959814168
6049,Rhinebothriidea,10000000,0.53467712652556
6050,Trichinellida,10000000,0.24845199749997665
6051,Acorales,10000000,0.20203050891044214
6052,Rhabdocoela,10000000,0.264474332423347
6053,Candidatus Moranbacteria,10000000,0.15384615384615383
6054,uncultured Acidobacteria bacterium  ,10000000,0.4074501503251655
6055,Bursovaginoidea,10000000,0.3333333333333333
6056,Acytosteliales,10000000,0.3333333333333333
6057,Trichonymphida,10000000,0.2851060227957392
6058,UA11,10000000,0.21128029002324467
6059,Gregarinasina,10000000,0.36568059312202456
6060,Limisphaerales,10000000,0.2495198615906493
6061,uncultured planctomycete  ,10000000,0.2702377253911942
6062,Pseudonosema,10000000,0.23094010767585033
6063,Tetramerocerata,10000000,0.24052284646041736
6064,Chlorocystidales,10000000,
6065,Candidatus Moranbacteria bacterium GW2011_GWD2_37_9,10000000,0.0
6066,Savoryellales,10000000,
6067,MBNT15,10000000,0.21649984563982855
6068,Blattodea,10000000,0.8427438277029168
6069,SAR202 clade,10000000,0.11167656571008168
6070,Paracaedibacterales,10000000,0.4948716593053936
6071,Nautiliales,10000000,0.1505846504842086
6072,Ploimida,10000000,0.3897787034224977
6073,Defluviicoccales,10000000,0.2694065422429438
6074,Lichinales,10000000,0.03449301371641692
6075,Schekmanbacteria,10000000,0.391543638190507
6076,Candidatus Nomurabacteria bacterium GW2011_GWC2_42_20,10000000,0.19875992873741216
6077,Phyllodocida,10000000,
6078,NB1-n,10000000,0.25248762345905196
6079,Porphyridiales,10000000,0.08164965809277265
6080,Archaeoglobales,10000000,0.6550098115908474
6081,Bacillariophyceae,10000000,0.4960236854503803
6082,Mastigamoebida,10000000,0.181942886983905
6083,Mycosphaerellales,10000000,0.31558291434449626
6084,Ranunculales,10000000,0.31333354202176894
6085,Cephalaspidea,10000000,0.3439978935502124
6086,Laminariales,10000000,0.2865527462274798
6087,SHBZ1548,10000000,0.19693021600774271
6088,Choreotrichida,10000000,0.5568187279190433
6089,Candidatus Azambacteria,10000000,0.15214515486254615
6090,Margulisbacteria,10000000,0.20786985482077447
6091,Milano-WF1B-44,10000000,0.16557310679181525
6092,Ulvales,10000000,0.3994149506642311
6093,Acidithiobacillales,10000000,0.16557310679181533
6094,Solanum lycopersicum (tomato)  ,10000000,0.47788461203740945
6095,Methylomirabilales,10000000,
6096,Cyanidiales,10000000,
6097,Physariida,10000000,0.24324781835360176
6098,Nucleophaga,10000000,0.22821773229381923
6099,Chondrillida,10000000,1.6770110569383132
6100,Izemoplasmatales,10000000,0.22651433684154523
6101,Rhizomastix,10000000,0.9825298425588599
6102,Apusomonadida,10000000,0.3067845343157821
6103,Eunotiales,10000000,0.08048398031114379
6104,TRA3-20,10000000,0.2688226645950821
6105,Calanoida,10000000,0.8016097086487912
6106,EV818SWSAP88,10000000,0.2724311839712921
6107,CK-1C2-67,10000000,0.25864324989496906
6108,Odonata,10000000,0.23813045667957314
6109,Leptostraca,10000000,0.32243016256305873
6110,Apiales,10000000,0.3514900935772561
6111,JTB23,10000000,0.16298571945469004
6112,Acoelomorpha,10000000,0.20964458176071643
6113,wastewater metagenome  ,10000000,0.2532596770766441
6114,Eunicida,10000000,0.5250807878746029
6115,Coxiellales,10000000,0.1348282995521
6116,Methanococcales,10000000,0.2943920288775949
